Region label,Raw Surface label,Region name,Hemi,Centroid R,Centroid A,Centroid S,DK Region Name,DK Overlap Ratio,AAL Region Name,AAL Overlap Ratio,HarvardOxford Region Name,HarvardOxford Overlap Ratio,MICCAI Region Name,MICCAI Overlap Ratio,BN Region Name,BN Overlap Ratio,Glasser Region Name,Glasser Overlap Ratio,Schaefer200 Region Name,Schaefer200 Overlap Ratio,Schaefer400 Region Name,Schaefer400 Overlap Ratio,Yeo7 Region Name,Yeo7 Overlap Ratio,Yeo17 Region Name,Yeo17 Overlap Ratio
1237,6141331,lh__middletemporal__102,Left,-57,-18,-21,lh_middletemporal,1,Temporal_Mid_L,0.887640449,"Middle Temporal Gyrus, posterior division_Left",0.606741573,Left_MTG,0.595505618,L_A20il,0.780898876,L_TE2a_ROI,1,7Networks_LH_Default_Temp_2,0.865168539,7Networks_LH_Default_Temp_2,0.865168539,Left Default,0.865168539,Left Default B,0.865168539
1238,417715,lh__middletemporal__103,Left,-48,11,-36,lh_middletemporal,1,Temporal_Pole_Mid_L,0.658291457,Temporal Pole_Left,1,Left_TMP,0.864321608,L_A21r,1,L_TGd_ROI,1,7Networks_LH_Default_Temp_1,1,7Networks_LH_Limbic_TempPole_6,1,Left Default,0.994974874,Left Default B,1
1239,5483235,lh__middletemporal__104,Left,-55,-16,-23,lh_middletemporal,1,Temporal_Mid_L,0.862385321,"Middle Temporal Gyrus, posterior division_Left",0.330275229,Left_MTG,0.678899083,L_A20il,0.706422018,L_TE2a_ROI,1,7Networks_LH_Default_Temp_2,0.779816514,7Networks_LH_Default_Temp_2,0.779816514,Left Default,0.779816514,Left Default B,0.779816514
1240,11020667,lh__middletemporal__105,Left,-62,-46,-9,lh_middletemporal,1,Temporal_Mid_L,1,"Middle Temporal Gyrus, temporooccipital part_Left",0.904191617,Left_MTG,0.880239521,L_A21c,0.508982036,L_TE1p_ROI,1,7Networks_LH_Cont_Temp_1,0.982035928,7Networks_LH_Cont_Temp_1,0.982035928,Left Default,0.694610778,Left Control B,0.982035928
1241,10690812,lh__middletemporal__106,Left,-59,-37,-11,lh_middletemporal,1,Temporal_Mid_L,1,"Middle Temporal Gyrus, posterior division_Left",1,Left_MTG,0.492857143,L_A20cl,0.528571429,L_TE1p_ROI,1,7Networks_LH_Cont_Temp_1,0.9,7Networks_LH_Default_Temp_3,0.864285714,Left Default,0.907142857,Left Control B,0.892857143
1242,14037154,lh__middletemporal__107,Left,-59,-15,-12,lh_middletemporal,1,Temporal_Mid_L,1,"Middle Temporal Gyrus, posterior division_Left",0.962790698,Left_MTG,0.809302326,L_aSTS,0.96744186,L_TE1a_ROI,0.51627907,7Networks_LH_Default_Temp_3,0.920930233,7Networks_LH_Default_Temp_4,0.906976744,Left Default,0.96744186,Left Default B,0.96744186
1243,2766980,lh__middletemporal__108,Left,-65,-23,-15,lh_middletemporal,1,Temporal_Mid_L,0.883116883,"Middle Temporal Gyrus, posterior division_Left",1,Left_MTG,0.991341991,L_A21c,0.930735931,L_TE1m_ROI,1,7Networks_LH_Default_Temp_2,0.991341991,7Networks_LH_Default_Temp_2,0.991341991,Left Default,1,Left Default B,1
1244,2460792,lh__middletemporal__109,Left,-56,-64,5,lh_middletemporal,1,Temporal_Mid_L,0.842465753,"Lateral Occipital Cortex, inferior division_Left",0.808219178,Left_MTG,0.753424658,L_A37dl,1,L_PHT_ROI,0.842465753,7Networks_LH_DorsAttn_Post_2,0.945205479,7Networks_LH_DorsAttn_Post_3,0.945205479,Left Dorsal Attention,0.95890411,Left Dorsal Attention B,0.890410959
1245,13573169,lh__middletemporal__110,Left,-56,-4,-16,lh_middletemporal,1,Temporal_Mid_L,0.702702703,"Middle Temporal Gyrus, anterior division_Left",0.837837838,Left_MTG,0.554054054,L_aSTS,0.871621622,L_TE1a_ROI,0.608108108,7Networks_LH_Default_Temp_3,1,7Networks_LH_Default_Temp_4,0.986486486,Left Default,1,Left Default B,0.97972973
1246,11742140,lh__middletemporal__111,Left,-48,-1,-32,lh_middletemporal,1,Temporal_Mid_L,0.56097561,"Middle Temporal Gyrus, anterior division_Left",0.402439024,Left_MTG,0.280487805,L_A21r,0.865853659,L_TGd_ROI,0.548780488,7Networks_LH_Default_Temp_1,0.853658537,7Networks_LH_Default_Temp_1,0.853658537,Left Default,0.853658537,Left Default B,0.853658537
1247,400663,lh__middletemporal__112,Left,-52,-5,-20,lh_middletemporal,1,Temporal_Mid_L,0.901960784,"Middle Temporal Gyrus, anterior division_Left",0.745098039,Left_MTG,0.490196078,L_aSTS,0.62745098,L_STSva_ROI,0.931372549,7Networks_LH_Default_Temp_3,0.81372549,7Networks_LH_Default_Temp_4,0.81372549,Left Default,0.81372549,Left Default B,0.81372549
1248,7886619,lh__middletemporal__113,Left,-55,-62,7,lh_middletemporal,1,Temporal_Mid_L,0.925170068,"Middle Temporal Gyrus, temporooccipital part_Left",0.544217687,Left_MTG,0.931972789,L_A37dl,0.979591837,L_PHT_ROI,0.972789116,7Networks_LH_DorsAttn_Post_2,0.925170068,7Networks_LH_DorsAttn_Post_3,0.925170068,Left Dorsal Attention,0.87755102,Left Dorsal Attention B,0.986394558
1249,4023172,lh__middletemporal__114,Left,-66,-19,-10,lh_middletemporal,1,Temporal_Mid_L,1,"Middle Temporal Gyrus, posterior division_Left",0.99382716,Left_MTG,0.950617284,L_aSTS,0.783950617,L_TE1m_ROI,0.567901235,7Networks_LH_Default_Temp_3,0.679012346,7Networks_LH_Default_Temp_4,0.722222222,Left Default,1,Left Default B,0.99382716
1250,14063758,lh__middletemporal__115,Left,-65,-27,-6,lh_middletemporal,1,Temporal_Mid_L,1,"Middle Temporal Gyrus, posterior division_Left",1,Left_MTG,0.957894737,L_aSTS,0.831578947,L_TE1m_ROI,0.736842105,7Networks_LH_Default_Temp_4,1,7Networks_LH_Default_Temp_6,0.994736842,Left Default,1,Left Default B,0.994736842
1251,3006987,lh__middletemporal__116,Left,-46,-67,9,lh_middletemporal,1,Temporal_Mid_L,0.956521739,"Lateral Occipital Cortex, inferior division_Left",1,Left_IOG,0.217391304,L_V5/MT+,0.760869565,L_MST_ROI,1,7Networks_LH_Vis_8,1,7Networks_LH_Vis_17,0.97826087,Left Visual,0.869565217,Left Dorsal Attention A,0.847826087
1252,15609690,lh__middletemporal__117,Left,-45,3,-37,lh_middletemporal,1,Temporal_Inf_L,0.818181818,Temporal Pole_Left,0.845454545,Left_TMP,0.418181818,L_A20r,0.754545455,L_TGd_ROI,0.981818182,7Networks_LH_Default_Temp_1,0.954545455,7Networks_LH_Limbic_TempPole_6,0.945454545,Left Limbic,0.663636364,Left Default B,0.836363636
1253,8111122,lh__middletemporal__118,Left,-64,-42,-6,lh_middletemporal,1,Temporal_Mid_L,1,"Middle Temporal Gyrus, posterior division_Left",0.859813084,Left_MTG,0.985981308,L_A21c,0.925233645,L_TE1p_ROI,1,7Networks_LH_Cont_Temp_1,0.752336449,7Networks_LH_Cont_Temp_1,0.719626168,Left Default,1,Left Default B,0.61682243
1254,7398094,lh__middletemporal__119,Left,-64,-10,-19,lh_middletemporal,1,Temporal_Mid_L,1,"Middle Temporal Gyrus, posterior division_Left",0.548387097,Left_MTG,0.953405018,L_A21r,0.46953405,L_TE1a_ROI,1,7Networks_LH_Default_Temp_2,0.688172043,7Networks_LH_Default_Temp_2,0.688172043,Left Default,1,Left Default B,0.956989247
1255,6870926,lh__middletemporal__120,Left,-57,-6,-27,lh_middletemporal,1,Temporal_Mid_L,0.604895105,"Middle Temporal Gyrus, anterior division_Left",0.958041958,Left_MTG,0.863636364,L_A21r,0.776223776,L_TE1a_ROI,1,7Networks_LH_Default_Temp_1,0.566433566,7Networks_LH_Default_Temp_1,0.975524476,Left Default,0.986013986,Left Default B,0.986013986
1256,15568063,lh__middletemporal__121,Left,-62,-8,-13,lh_middletemporal,1,Temporal_Mid_L,0.991452991,"Middle Temporal Gyrus, anterior division_Left",0.974358974,Left_MTG,0.64957265,L_aSTS,1,L_TE1a_ROI,1,7Networks_LH_Default_Temp_3,1,7Networks_LH_Default_Temp_4,0.974358974,Left Default,1,Left Default B,0.675213675
1257,1116844,lh__middletemporal__122,Left,-57,-3,-17,lh_middletemporal,1,Temporal_Mid_L,0.719298246,"Middle Temporal Gyrus, anterior division_Left",1,Left_MTG,0.701754386,L_aSTS,0.964912281,L_TE1a_ROI,1,7Networks_LH_Default_Temp_3,0.98245614,7Networks_LH_Default_Temp_4,0.98245614,Left Default,1,Left Default B,1
1258,1501364,lh__middletemporal__123,Left,-53,7,-34,lh_middletemporal,1,Temporal_Pole_Mid_L,0.503496503,Temporal Pole_Left,1,Left_TMP,0.86013986,L_A21r,1,L_TGd_ROI,1,7Networks_LH_Default_Temp_1,1,7Networks_LH_Default_Temp_1,0.566433566,Left Default,1,Left Default B,1
1259,8167394,lh__middletemporal__124,Left,-56,-58,8,lh_middletemporal,1,Temporal_Mid_L,1,"Middle Temporal Gyrus, temporooccipital part_Left",0.987179487,Left_MTG,0.948717949,L_A37dl,0.628205128,L_PHT_ROI,0.653846154,7Networks_LH_DorsAttn_Post_2,0.666666667,7Networks_LH_SalVentAttn_TempOcc_1,0.5,Left Salience / Ventral Attention,0.730769231,Left Dorsal Attention B,0.807692308
1260,2613971,lh__middletemporal__125,Left,-65,-49,2,lh_middletemporal,1,Temporal_Mid_L,0.846625767,"Middle Temporal Gyrus, temporooccipital part_Left",1,Left_MTG,0.809815951,L_A37dl,1,L_TE1p_ROI,0.926380368,7Networks_LH_Default_Temp_5,0.337423313,7Networks_LH_SalVentAttn_TempOcc_1,0.36809816,Left Default,0.871165644,Left Default B,0.840490798
1261,13040877,lh__middletemporal__126,Left,-61,-49,-4,lh_middletemporal,1,Temporal_Mid_L,1,"Middle Temporal Gyrus, temporooccipital part_Left",0.984693878,Left_MTG,0.836734694,L_A37dl,0.903061224,L_TE1p_ROI,0.790816327,7Networks_LH_Cont_Temp_1,0.760204082,7Networks_LH_Cont_Temp_1,0.979591837,Left Control,0.739795918,Left Control B,0.785714286
1262,14531808,lh__middletemporal__127,Left,-56,0,-19,lh_middletemporal,1,Temporal_Mid_L,0.853658537,"Middle Temporal Gyrus, anterior division_Left",0.809756098,Left_MTG,0.682926829,L_aSTS,0.731707317,L_TE1a_ROI,1,7Networks_LH_Default_Temp_3,0.951219512,7Networks_LH_Default_Temp_4,0.8,Left Default,1,Left Default B,1
1263,4031801,lh__middletemporal__128,Left,-66,-34,-4,lh_middletemporal,1,Temporal_Mid_L,1,"Middle Temporal Gyrus, posterior division_Left",1,Left_MTG,0.937142857,L_A21c,0.628571429,L_TE1p_ROI,0.971428571,7Networks_LH_Default_Temp_4,0.954285714,7Networks_LH_Default_Temp_6,0.982857143,Left Default,1,Left Default B,1
1264,15545223,lh__middletemporal__129,Left,-40,8,-39,lh_middletemporal,1,Temporal_Inf_L,0.906542056,Temporal Pole_Left,0.981308411,Left_TMP,0.869158879,L_A20r,0.785046729,L_TGd_ROI,1,7Networks_LH_Default_Temp_1,0.981308411,7Networks_LH_Limbic_TempPole_6,0.981308411,Left Limbic,0.981308411,Left Limbic A,0.85046729
1265,15882780,lh__middletemporal__130,Left,-63,-36,-8,lh_middletemporal,1,Temporal_Mid_L,1,"Middle Temporal Gyrus, posterior division_Left",1,Left_MTG,0.904761905,L_A21c,0.779761905,L_TE1p_ROI,1,7Networks_LH_Cont_Temp_1,0.803571429,7Networks_LH_Default_Temp_3,0.636904762,Left Default,1,Left Control B,0.505952381
1266,6978679,lh__middletemporal__131,Left,-59,-13,-22,lh_middletemporal,1,Temporal_Mid_L,0.873287671,"Middle Temporal Gyrus, posterior division_Left",0.928082192,Left_MTG,0.729452055,L_A21r,0.52739726,L_TE1a_ROI,0.674657534,7Networks_LH_Default_Temp_2,0.921232877,7Networks_LH_Default_Temp_2,0.921232877,Left Default,0.948630137,Left Default B,0.948630137
1267,14101569,lh__middletemporal__132,Left,-63,-55,5,lh_middletemporal,1,Temporal_Mid_L,0.751677852,"Middle Temporal Gyrus, temporooccipital part_Left",0.959731544,Left_MTG,0.845637584,L_A37dl,0.973154362,L_PHT_ROI,1,7Networks_LH_DorsAttn_Post_2,0.570469799,7Networks_LH_SalVentAttn_TempOcc_1,0.939597315,Left Salience / Ventral Attention,0.791946309,Left Temporal Parietal,0.523489933
1268,8644223,lh__middletemporal__133,Left,-61,-21,-20,lh_middletemporal,1,Temporal_Mid_L,0.742105263,"Middle Temporal Gyrus, posterior division_Left",1,Left_MTG,0.842105263,L_A20il,0.610526316,L_TE1m_ROI,0.742105263,7Networks_LH_Default_Temp_2,0.947368421,7Networks_LH_Default_Temp_2,0.947368421,Left Default,0.947368421,Left Default B,0.947368421
1269,10191343,lh__middletemporal__134,Left,-56,-33,-3,lh_middletemporal,1,Temporal_Mid_L,1,"Middle Temporal Gyrus, posterior division_Left",0.901840491,Left_MTG,0.81595092,L_aSTS,0.957055215,L_STSvp_ROI,1,7Networks_LH_Default_Temp_4,0.963190184,7Networks_LH_Default_Temp_6,0.944785276,Left Default,0.969325153,Left Default B,0.944785276
1270,152276,lh__middletemporal__135,Left,-59,-34,-3,lh_middletemporal,1,Temporal_Mid_L,1,"Middle Temporal Gyrus, posterior division_Left",0.971428571,Left_MTG,0.942857143,L_aSTS,0.978571429,L_STSvp_ROI,0.742857143,7Networks_LH_Default_Temp_4,0.957142857,7Networks_LH_Default_Temp_6,0.957142857,Left Default,0.964285714,Left Default B,0.957142857
1271,3382876,lh__middletemporal__136,Left,-59,-28,-6,lh_middletemporal,1,Temporal_Mid_L,1,"Middle Temporal Gyrus, posterior division_Left",0.949438202,Left_MTG,0.702247191,L_aSTS,0.949438202,L_STSvp_ROI,1,7Networks_LH_Default_Temp_4,0.95505618,7Networks_LH_Default_Temp_6,0.926966292,Left Default,0.966292135,Left Default B,0.943820225
1272,828022,lh__middletemporal__137,Left,-54,-28,-7,lh_middletemporal,1,Temporal_Mid_L,0.904761905,"Middle Temporal Gyrus, posterior division_Left",0.923809524,Left_MTG,0.733333333,L_aSTS,0.99047619,L_STSvp_ROI,1,7Networks_LH_Default_Temp_4,0.904761905,7Networks_LH_Default_Temp_7,0.447619048,Left Default,0.904761905,Left Default B,0.876190476
1273,4541482,lh__middletemporal__138,Left,-57,-31,-4,lh_middletemporal,1,Temporal_Mid_L,1,"Middle Temporal Gyrus, posterior division_Left",0.935064935,Left_MTG,0.772727273,L_aSTS,0.88961039,L_STSvp_ROI,1,7Networks_LH_Default_Temp_4,0.980519481,7Networks_LH_Default_Temp_6,0.941558442,Left Default,0.980519481,Left Default B,0.961038961
1274,1069000,lh__middletemporal__139,Left,-52,-30,-6,lh_middletemporal,1,Temporal_Mid_L,0.775,"Middle Temporal Gyrus, posterior division_Left",0.9,Left_MTG,0.675,L_aSTS,0.8375,L_STSvp_ROI,1,7Networks_LH_Default_Temp_4,0.8875,7Networks_LH_Default_Temp_6,0.75,Left Default,0.9,Left Default B,0.85
1275,4566696,lh__middletemporal__140,Left,-64,-31,-4,lh_middletemporal,1,Temporal_Mid_L,1,"Middle Temporal Gyrus, posterior division_Left",1,Left_MTG,0.922413793,L_aSTS,0.775862069,L_STSvp_ROI,0.681034483,7Networks_LH_Default_Temp_4,1,7Networks_LH_Default_Temp_6,1,Left Default,1,Left Default B,1
1276,10370267,lh__middletemporal__141,Left,-64,-29,-5,lh_middletemporal,1,Temporal_Mid_L,1,"Middle Temporal Gyrus, posterior division_Left",1,Left_MTG,0.985714286,L_aSTS,0.757142857,L_STSvp_ROI,0.528571429,7Networks_LH_Default_Temp_4,1,7Networks_LH_Default_Temp_6,1,Left Default,1,Left Default B,1
1277,13521442,lh__middletemporal__142,Left,-57,-21,-11,lh_middletemporal,1,Temporal_Mid_L,1,"Middle Temporal Gyrus, posterior division_Left",1,Left_MTG,0.68627451,L_aSTS,0.950980392,L_STSvp_ROI,0.784313725,7Networks_LH_Default_Temp_4,0.725490196,7Networks_LH_Default_Temp_7,0.480392157,Left Default,0.87254902,Left Default B,0.862745098
1278,14780517,lh__middletemporal__143,Left,-61,-21,-9,lh_middletemporal,1,Temporal_Mid_L,1,"Middle Temporal Gyrus, posterior division_Left",1,Left_MTG,0.894230769,L_aSTS,0.980769231,L_STSvp_ROI,0.826923077,7Networks_LH_Default_Temp_4,0.875,7Networks_LH_Default_Temp_4,0.5,Left Default,1,Left Default B,1
1279,8564002,lh__parahippocampal__1,Left,-22,-18,-29,lh_parahippocampal,1,Fusiform_L,0.06097561,"Parahippocampal Gyrus, anterior division_Left",0.963414634,Left_PHG,0.682926829,L_A28/34,0.524390244,L_EC_ROI,0.841463415,7Networks_LH_Limbic_TempPole_1,0.87195122,7Networks_LH_Limbic_TempPole_8,0.87195122,Left Limbic,0.969512195,Left Limbic A,0.890243902
1280,1046917,lh__parahippocampal__2,Left,-18,-37,-14,lh_parahippocampal,1,Fusiform_L,0.421052632,"Parahippocampal Gyrus, posterior division_Left",0.973684211,Left_PHG,0.657894737,L_TH,0.789473684,L_PreS_ROI,0,7Networks_LH_Default_PHC_1,1,7Networks_LH_Vis_7,0.964912281,Left Visual,0.912280702,Left Default C,1
1281,2810030,lh__parahippocampal__3,Left,-17,-37,-12,lh_parahippocampal,1,Fusiform_L,0.225,"Parahippocampal Gyrus, posterior division_Left",1,Left_PHG,0.625,L_TH,0.8375,L_PreS_ROI,0,7Networks_LH_Default_PHC_1,0.8375,7Networks_LH_Vis_7,1,Left Visual,1,Left Default C,0.9125
1282,7648320,lh__parahippocampal__4,Left,-23,-33,-18,lh_parahippocampal,1,Fusiform_L,0.356521739,"Parahippocampal Gyrus, posterior division_Left",0.930434783,Left_PHG,0.695652174,L_TL,0.573913043,L_PreS_ROI,0,7Networks_LH_Default_PHC_1,0.982608696,7Networks_LH_Vis_2,0.92173913,Left Default,0.982608696,Left Default C,0.982608696
1283,15558828,lh__parahippocampal__5,Left,-25,-26,-25,lh_parahippocampal,1,Fusiform_L,0.29787234,"Parahippocampal Gyrus, posterior division_Left",0.929078014,Left_PHG,0.744680851,L_A35/36c,0.808510638,L_PeEc_ROI,0.106382979,7Networks_LH_Default_PHC_1,0.992907801,7Networks_LH_Vis_2,0.567375887,Left Default,0.609929078,Left Default C,0.992907801
1284,3483632,lh__parahippocampal__6,Left,-12,-37,-3,lh_parahippocampal,1,Lingual_L,1,"Parahippocampal Gyrus, posterior division_Left",0.166666667,Left_PHG,0.5,L_TH,0.208333333,L_PreS_ROI,1,7Networks_LH_Vis_6,0.916666667,7Networks_LH_Vis_13,0.916666667,Left Visual,0.833333333,Left Visual Peripheral (Visual B),0.833333333
1285,885322,lh__parahippocampal__7,Left,-24,-28,-23,lh_parahippocampal,1,Fusiform_L,0.233576642,"Parahippocampal Gyrus, posterior division_Left",0.927007299,Left_PHG,0.671532847,L_A35/36c,0.605839416,L_PreS_ROI,0,7Networks_LH_Default_PHC_1,1,7Networks_LH_Vis_2,0.576642336,Left Default,0.98540146,Left Default C,1
1286,13709915,lh__parahippocampal__8,Left,-14,-37,-11,lh_parahippocampal,1,Lingual_L,0.343434343,"Parahippocampal Gyrus, posterior division_Left",0.929292929,Left_PHG,0.545454545,L_TH,0.848484848,L_V2_ROI,0.323232323,7Networks_LH_Default_PHC_1,0.777777778,7Networks_LH_Vis_7,0.838383838,Left Visual,1,Left Visual Peripheral (Visual B),0.696969697
1287,1300417,lh__parahippocampal__9,Left,-21,-37,-15,lh_parahippocampal,1,Fusiform_L,0.492753623,"Parahippocampal Gyrus, posterior division_Left",0.934782609,Left_PHG,0.768115942,L_TL,0.65942029,L_PreS_ROI,0,7Networks_LH_Default_PHC_1,1,7Networks_LH_Vis_7,0.652173913,Left Default,0.572463768,Left Default C,1
1288,11632294,lh__parahippocampal__10,Left,-28,-29,-19,lh_parahippocampal,1,Fusiform_L,0.265625,"Parahippocampal Gyrus, posterior division_Left",0.8828125,Left_PHG,0.5625,L_TL,0.6796875,L_PreS_ROI,0,7Networks_LH_Default_PHC_1,1,7Networks_LH_Vis_2,1,Left Default,0.9140625,Left Default C,1
1289,2981738,lh__parahippocampal__11,Left,-18,-18,-25,lh_parahippocampal,1,Fusiform_L,0,"Parahippocampal Gyrus, anterior division_Left",0.98630137,Left_PHG,0.821917808,L_A28/34,0.712328767,L_EC_ROI,0.95890411,7Networks_LH_Default_PHC_1,0.863013699,7Networks_LH_Limbic_TempPole_8,0.97260274,Left Limbic,0.780821918,Left Default C,0.917808219
1290,147514,lh__parahippocampal__12,Left,-27,-40,-10,lh_parahippocampal,1,Fusiform_L,0.176870748,"Parahippocampal Gyrus, posterior division_Left",0.489795918,Left_LiG,0.482993197,L_TL,0.578231293,L_VVC_ROI,0,7Networks_LH_Default_PHC_1,0.945578231,7Networks_LH_Vis_2,0.605442177,Left Visual,0.945578231,Left Default C,0.945578231
1291,13749669,lh__parahippocampal__13,Left,-18,-30,-17,lh_parahippocampal,1,Fusiform_L,0.188235294,"Parahippocampal Gyrus, posterior division_Left",0.858823529,Left_PHG,0.588235294,L_A35/36c,0.447058824,L_PreS_ROI,0.505882353,7Networks_LH_Default_PHC_1,0.905882353,7Networks_LH_Vis_7,0.870588235,Left Default,0.929411765,Left Default C,0.929411765
1292,7059561,lh__parahippocampal__14,Left,-24,-24,-26,lh_parahippocampal,1,Fusiform_L,0.12605042,"Parahippocampal Gyrus, posterior division_Left",0.647058824,Left_PHG,0.756302521,L_A35/36c,0.714285714,L_EC_ROI,0.243697479,7Networks_LH_Default_PHC_1,0.983193277,7Networks_LH_Limbic_TempPole_8,0.899159664,Left Limbic,0.731092437,Left Default C,0.983193277
1293,14005360,lh__parahippocampal__15,Left,-15,-33,-10,lh_parahippocampal,1,Lingual_L,0.116666667,"Parahippocampal Gyrus, posterior division_Left",0.766666667,Left_PHG,0.6,L_TH,0.383333333,L_PreS_ROI,0.783333333,7Networks_LH_Default_PHC_1,0.783333333,7Networks_LH_Vis_7,0.783333333,Left Visual,0.75,Left Default C,0.783333333
1294,13537768,lh__parahippocampal__16,Left,-17,-31,-15,lh_parahippocampal,1,Fusiform_L,0.144444444,"Parahippocampal Gyrus, posterior division_Left",0.888888889,Left_PHG,0.644444444,L_A35/36c,0.344444444,L_PreS_ROI,0.422222222,7Networks_LH_Default_PHC_1,0.888888889,7Networks_LH_Vis_7,0.888888889,Left Default,0.788888889,Left Default C,0.911111111
1295,6877621,lh__parahippocampal__17,Left,-19,-23,-23,lh_parahippocampal,1,Fusiform_L,0,"Parahippocampal Gyrus, anterior division_Left",0.453488372,Left_PHG,0.5,L_A28/34,0.674418605,L_PreS_ROI,0.779069767,7Networks_LH_Default_PHC_1,0.953488372,7Networks_LH_Limbic_TempPole_8,0.930232558,Left Default,0.895348837,Left Default C,0.930232558
1296,1958036,lh__parahippocampal__18,Left,-30,-41,-7,lh_parahippocampal,1,Fusiform_L,0.032967033,Lingual Gyrus_Left,0.395604396,Left_LiG,0.417582418,L_A20rv,0.208791209,L_VMV2_ROI,0,7Networks_LH_Default_PHC_1,0.967032967,7Networks_LH_Vis_2,0.923076923,Left Visual,0.967032967,Left Default C,0.945054945
1297,6658729,lh__parahippocampal__19,Left,-22,-35,-17,lh_parahippocampal,1,Fusiform_L,0.552,"Parahippocampal Gyrus, posterior division_Left",0.96,Left_PHG,0.728,L_TL,0.6,L_PreS_ROI,0,7Networks_LH_Default_PHC_1,0.984,7Networks_LH_Vis_7,0.512,Left Default,0.952,Left Default C,0.984
1298,12349253,lh__parahippocampal__20,Left,-28,-19,-29,lh_parahippocampal,1,Fusiform_L,0.506756757,"Parahippocampal Gyrus, anterior division_Left",0.871621622,Left_PHG,0.682432432,L_A35/36c,0.72972973,L_PeEc_ROI,1,7Networks_LH_Limbic_TempPole_1,0.601351351,7Networks_LH_Limbic_TempPole_3,0.540540541,Left Limbic,0.959459459,Left Limbic A,0.885135135
1299,8396239,lh__parahippocampal__21,Left,-15,-42,-11,lh_parahippocampal,1,Lingual_L,0.743589744,Lingual Gyrus_Left,0.564102564,Left_LiG,0.948717949,L_TH,0.756410256,L_V2_ROI,0.435897436,7Networks_LH_Vis_1,0.782051282,7Networks_LH_Vis_13,0.628205128,Left Visual,1,Left Visual Peripheral (Visual B),1
1300,4364531,lh__parahippocampal__22,Left,-19,-24,-21,lh_parahippocampal,1,Fusiform_L,0,"Parahippocampal Gyrus, posterior division_Left",0.731958763,Left_PHG,0.577319588,L_A28/34,0.443298969,L_PreS_ROI,0.721649485,7Networks_LH_Default_PHC_1,0.927835052,7Networks_LH_Limbic_TempPole_8,0.927835052,Left Default,0.865979381,Left Default C,0.865979381
1301,888240,lh__parahippocampal__23,Left,-28,-31,-18,lh_parahippocampal,1,Fusiform_L,0.352380952,"Parahippocampal Gyrus, posterior division_Left",0.942857143,Left_PHG,0.580952381,L_TL,0.495238095,L_PreS_ROI,0,7Networks_LH_Default_PHC_1,0.980952381,7Networks_LH_Vis_2,0.895238095,Left Default,0.895238095,Left Default C,0.980952381
1302,4745466,lh__parahippocampal__24,Left,-13,-35,-8,lh_parahippocampal,1,Lingual_L,0.8,"Parahippocampal Gyrus, posterior division_Left",0.745454545,Left_PHG,0.6,L_TH,0.581818182,L_PreS_ROI,0.818181818,7Networks_LH_Default_PHC_1,0.763636364,7Networks_LH_Vis_7,0.763636364,Left Visual,0.854545455,Left Default C,0.509090909
1303,12971000,lh__parahippocampal__25,Left,-20,-27,-20,lh_parahippocampal,1,Fusiform_L,0.138755981,"Parahippocampal Gyrus, posterior division_Left",0.846889952,Left_PHG,0.535885167,L_A35/36c,0.425837321,L_PreS_ROI,0.454545455,7Networks_LH_Default_PHC_1,0.947368421,7Networks_LH_Limbic_TempPole_8,0.794258373,Left Default,0.937799043,Left Default C,0.937799043
1304,2751604,lh__parahippocampal__26,Left,-30,-33,-16,lh_parahippocampal,1,Fusiform_L,0.277227723,"Parahippocampal Gyrus, posterior division_Left",0.97029703,Left_PHG,0.524752475,L_TL,0.900990099,L_PreS_ROI,0,7Networks_LH_Default_PHC_1,1,7Networks_LH_Vis_2,1,Left Default,0.861386139,Left Default C,1
1305,8932407,lh__parahippocampal__27,Left,-22,-42,-7,lh_parahippocampal,1,Lingual_L,0.229508197,Lingual Gyrus_Left,0.450819672,Left_LiG,0.508196721,L_TH,0.581967213,L_VMV1_ROI,0.213114754,7Networks_LH_Default_PHC_1,0.491803279,7Networks_LH_Vis_7,0.81147541,Left Visual,0.983606557,Left Visual Peripheral (Visual B),0.573770492
1306,6451786,lh__parahippocampal__28,Left,-16,-32,-12,lh_parahippocampal,1,Fusiform_L,0,"Parahippocampal Gyrus, posterior division_Left",0.781818182,Left_PHG,0.581818182,L_TH,0.472727273,L_PreS_ROI,0.618181818,7Networks_LH_Default_PHC_1,0.872727273,7Networks_LH_Vis_7,0.872727273,Left Visual,0.672727273,Left Default C,0.872727273
1307,13682155,lh__parahippocampal__29,Left,-23,-21,-27,lh_parahippocampal,1,Fusiform_L,0.047619048,"Parahippocampal Gyrus, anterior division_Left",0.944444444,Left_PHG,0.69047619,L_A35/36c,0.388888889,L_EC_ROI,0.531746032,7Networks_LH_Default_PHC_1,0.833333333,7Networks_LH_Limbic_TempPole_8,0.936507937,Left Limbic,0.936507937,Left Default C,0.698412698
1308,645878,lh__parahippocampal__30,Left,-31,-22,-26,lh_parahippocampal,1,Fusiform_L,0.526315789,"Parahippocampal Gyrus, anterior division_Left",0.323308271,Left_PHG,0.473684211,L_A35/36c,0.37593985,L_PeEc_ROI,1,7Networks_LH_Default_PHC_1,0.902255639,7Networks_LH_Vis_2,0.842105263,Left Limbic,0.909774436,Left Default C,0.736842105
