Region label,Raw Surface label,Region name,Hemi,Centroid R,Centroid A,Centroid S,DK Region Name,DK Overlap Ratio,AAL Region Name,AAL Overlap Ratio,HarvardOxford Region Name,HarvardOxford Overlap Ratio,MICCAI Region Name,MICCAI Overlap Ratio,BN Region Name,BN Overlap Ratio,Glasser Region Name,Glasser Overlap Ratio,Schaefer200 Region Name,Schaefer200 Overlap Ratio,Schaefer400 Region Name,Schaefer400 Overlap Ratio,Yeo7 Region Name,Yeo7 Overlap Ratio,Yeo17 Region Name,Yeo17 Overlap Ratio
1,15040010,lh__bankssts__1,Left,-56,-36,4,lh_bankssts,1,Temporal_Mid_L,1,"Superior Temporal Gyrus, posterior division_Left",0.644736842,Left_STG,0.697368421,L_rpSTS,0.960526316,L_STSdp_ROI,0.743421053,7Networks_LH_Default_Temp_5,0.960526316,7Networks_LH_Default_Temp_9,0.644736842,Left Default,0.973684211,Left Temporal Parietal,0.907894737
2,7487760,lh__bankssts__2,Left,-59,-45,10,lh_bankssts,1,Temporal_Mid_L,0.536423841,"Supramarginal Gyrus, posterior division_Left",0.880794702,Left_STG,0.920529801,L_rpSTS,0.470198675,L_STV_ROI,0.589403974,7Networks_LH_Default_Temp_5,1,7Networks_LH_Default_Par_1,0.801324503,Left Somatomotor,0.933774834,Left Temporal Parietal,1
3,14327164,lh__bankssts__3,Left,-53,-48,15,lh_bankssts,1,Temporal_Mid_L,0.5,"Supramarginal Gyrus, posterior division_Left",0.6875,Left_STG,0.544642857,L_cpSTS,0.839285714,L_STV_ROI,1,7Networks_LH_Default_Temp_5,0.910714286,7Networks_LH_Default_Par_1,0.9375,Left Default,0.830357143,Left Temporal Parietal,1
4,10416606,lh__bankssts__4,Left,-61,-45,3,lh_bankssts,1,Temporal_Mid_L,0.991561181,"Middle Temporal Gyrus, temporooccipital part_Left",0.776371308,Left_MTG,0.886075949,L_rpSTS,0.510548523,L_STSvp_ROI,0.70464135,7Networks_LH_Default_Temp_4,0.556962025,7Networks_LH_Default_Temp_6,0.721518987,Left Default,0.978902954,Left Default B,0.713080169
5,654194,lh__bankssts__5,Left,-59,-56,11,lh_bankssts,1,Temporal_Mid_L,0.835294118,"Middle Temporal Gyrus, temporooccipital part_Left",0.694117647,Left_MTG,0.788235294,L_A37dl,0.529411765,L_TPOJ2_ROI,0.670588235,7Networks_LH_Default_Par_1,0.917647059,7Networks_LH_SalVentAttn_TempOcc_1,1,Left Salience / Ventral Attention,1,Left Temporal Parietal,0.952941176
6,15401290,lh__bankssts__6,Left,-56,-58,13,lh_bankssts,1,Temporal_Mid_L,0.952380952,Angular Gyrus_Left,0.587301587,Left_MTG,0.753968254,L_A37dl,0.587301587,L_TPOJ2_ROI,1,7Networks_LH_Default_Par_1,0.849206349,7Networks_LH_SalVentAttn_TempOcc_1,0.76984127,Left Salience / Ventral Attention,0.976190476,Left Temporal Parietal,0.761904762
7,10876713,lh__bankssts__7,Left,-59,-53,8,lh_bankssts,1,Temporal_Mid_L,0.932098765,"Middle Temporal Gyrus, temporooccipital part_Left",0.907407407,Left_MTG,0.888888889,L_cpSTS,0.592592593,L_PHT_ROI,0.87654321,7Networks_LH_Default_Temp_5,0.87654321,7Networks_LH_SalVentAttn_TempOcc_1,0.99382716,Left Salience / Ventral Attention,0.87654321,Left Temporal Parietal,0.919753086
8,6623604,lh__bankssts__8,Left,-52,-49,18,lh_bankssts,1,Temporal_Mid_L,0.692307692,"Supramarginal Gyrus, posterior division_Left",0.353846154,Left_STG,0.476923077,L_cpSTS,0.876923077,L_STV_ROI,1,7Networks_LH_Default_Par_1,0.646153846,7Networks_LH_Default_Par_1,0.876923077,Left Default,0.892307692,Left Temporal Parietal,0.830769231
9,3640560,lh__bankssts__9,Left,-62,-37,7,lh_bankssts,1,Temporal_Mid_L,0.798611111,"Superior Temporal Gyrus, posterior division_Left",0.923611111,Left_STG,0.784722222,L_rpSTS,0.736111111,L_TPOJ1_ROI,1,7Networks_LH_Default_Temp_5,0.958333333,7Networks_LH_Default_Temp_9,0.902777778,Left Somatomotor,0.708333333,Left Temporal Parietal,0.944444444
10,8088665,lh__bankssts__10,Left,-58,-54,9,lh_bankssts,1,Temporal_Mid_L,0.949367089,"Middle Temporal Gyrus, temporooccipital part_Left",0.924050633,Left_MTG,0.860759494,L_cpSTS,0.620253165,L_PHT_ROI,0.696202532,7Networks_LH_Default_Par_1,0.46835443,7Networks_LH_SalVentAttn_TempOcc_1,1,Left Salience / Ventral Attention,1,Left Temporal Parietal,0.949367089
11,13181503,lh__bankssts__11,Left,-60,-42,1,lh_bankssts,1,Temporal_Mid_L,1,"Middle Temporal Gyrus, posterior division_Left",0.795121951,Left_MTG,0.819512195,L_rpSTS,0.72195122,L_STSvp_ROI,0.990243902,7Networks_LH_Default_Temp_4,0.83902439,7Networks_LH_Default_Temp_6,0.83902439,Left Default,1,Left Default B,0.941463415
12,11718501,lh__bankssts__12,Left,-57,-40,-1,lh_bankssts,1,Temporal_Mid_L,1,"Middle Temporal Gyrus, posterior division_Left",0.954248366,Left_MTG,0.928104575,L_rpSTS,0.699346405,L_STSvp_ROI,1,7Networks_LH_Default_Temp_4,0.901960784,7Networks_LH_Default_Temp_6,0.901960784,Left Default,0.980392157,Left Default B,0.967320261
13,5126068,lh__bankssts__13,Left,-47,-37,2,lh_bankssts,1,Temporal_Mid_L,0.316455696,"Superior Temporal Gyrus, posterior division_Left",0.050632911,Left_STG,0.417721519,L_rpSTS,0.759493671,L_STSdp_ROI,1,7Networks_LH_Default_Temp_4,0.430379747,7Networks_LH_Default_Temp_10,0.569620253,Left Default,0.848101266,Left Default B,0.46835443
14,15994566,lh__bankssts__14,Left,-60,-47,12,lh_bankssts,1,Temporal_Sup_L,0.860294118,"Supramarginal Gyrus, posterior division_Left",0.933823529,Left_STG,0.852941176,L_cpSTS,0.588235294,L_STV_ROI,1,7Networks_LH_Default_Temp_5,0.911764706,7Networks_LH_Default_Par_1,0.867647059,Left Somatomotor,0.735294118,Left Temporal Parietal,1
15,9338778,lh__bankssts__15,Left,-49,-39,-2,lh_bankssts,1,Temporal_Mid_L,0.450549451,"Middle Temporal Gyrus, posterior division_Left",0.681318681,Left_MTG,0.604395604,L_rpSTS,0.824175824,L_STSvp_ROI,0.813186813,7Networks_LH_Default_Temp_4,0.824175824,7Networks_LH_Default_Temp_6,0.791208791,Left Default,0.857142857,Left Default B,0.824175824
16,2053981,lh__bankssts__16,Left,-59,-50,6,lh_bankssts,1,Temporal_Mid_L,0.97005988,"Middle Temporal Gyrus, temporooccipital part_Left",0.958083832,Left_MTG,0.97005988,L_cpSTS,0.71257485,L_PHT_ROI,0.586826347,7Networks_LH_Default_Temp_5,1,7Networks_LH_SalVentAttn_TempOcc_1,0.736526946,Left Default,0.808383234,Left Temporal Parietal,1
17,9263775,lh__bankssts__17,Left,-59,-31,4,lh_bankssts,1,Temporal_Mid_L,0.774774775,"Superior Temporal Gyrus, posterior division_Left",0.621621622,Left_STG,0.612612613,L_A22c,0.477477477,L_A5_ROI,0.675675676,7Networks_LH_Default_Temp_5,0.882882883,7Networks_LH_Default_Temp_9,0.882882883,Left Default,0.954954955,Left Temporal Parietal,0.882882883
18,3809346,lh__bankssts__18,Left,-47,-51,16,lh_bankssts,1,Temporal_Mid_L,0.716049383,Angular Gyrus_Left,0.333333333,Left_STG,0.358024691,L_cpSTS,0.765432099,L_TPOJ1_ROI,1,7Networks_LH_Default_Par_1,0.913580247,7Networks_LH_SalVentAttn_TempOcc_1,0.839506173,Left Default,0.790123457,Left Temporal Parietal,0.901234568
19,1252389,lh__bankssts__19,Left,-54,-34,3,lh_bankssts,1,Temporal_Mid_L,0.991666667,"Superior Temporal Gyrus, posterior division_Left",0.65,Left_STG,0.766666667,L_rpSTS,0.825,L_STSdp_ROI,1,7Networks_LH_Default_Temp_5,0.816666667,7Networks_LH_Default_Temp_9,0.75,Left Default,1,Left Temporal Parietal,0.816666667
20,9915998,lh__bankssts__20,Left,-59,-48,4,lh_bankssts,1,Temporal_Mid_L,1,"Middle Temporal Gyrus, temporooccipital part_Left",0.987012987,Left_MTG,0.939393939,L_A37dl,0.428571429,L_STSvp_ROI,0.861471861,7Networks_LH_Default_Temp_5,0.974025974,7Networks_LH_SalVentAttn_TempOcc_1,0.445887446,Left Default,0.978354978,Left Temporal Parietal,0.943722944
21,16342936,lh__bankssts__21,Left,-61,-33,5,lh_bankssts,1,Temporal_Mid_L,0.923809524,"Superior Temporal Gyrus, posterior division_Left",0.857142857,Left_STG,0.80952381,L_A22c,0.447619048,L_A5_ROI,0.942857143,7Networks_LH_Default_Temp_5,0.933333333,7Networks_LH_Default_Temp_9,0.933333333,Left Default,0.866666667,Left Temporal Parietal,0.933333333
22,4955532,lh__bankssts__22,Left,-58,-51,17,lh_bankssts,1,Temporal_Sup_L,0.477272727,Angular Gyrus_Left,0.636363636,Left_STG,0.636363636,L_cpSTS,0.840909091,L_STV_ROI,1,7Networks_LH_Default_Temp_5,0.727272727,7Networks_LH_Default_Par_1,0.931818182,Left Default,0.931818182,Left Temporal Parietal,0.977272727
23,1084121,lh__bankssts__23,Left,-48,-48,9,lh_bankssts,1,Temporal_Mid_L,0.818181818,Angular Gyrus_Left,0.116883117,Left_STG,0.220779221,L_cpSTS,0.766233766,L_TPOJ1_ROI,1,7Networks_LH_Default_Temp_5,0.844155844,7Networks_LH_Default_Temp_10,0.415584416,Left Salience / Ventral Attention,0.324675325,Left Temporal Parietal,0.844155844
24,7852307,lh__bankssts__24,Left,-49,-50,13,lh_bankssts,1,Temporal_Mid_L,0.829545455,Angular Gyrus_Left,0.284090909,Left_STG,0.409090909,L_cpSTS,0.806818182,L_TPOJ1_ROI,1,7Networks_LH_Default_Par_1,0.909090909,7Networks_LH_SalVentAttn_TempOcc_1,0.875,Left Salience / Ventral Attention,0.579545455,Left Temporal Parietal,0.909090909
25,9197896,lh__bankssts__25,Left,-62,-43,10,lh_bankssts,1,Temporal_Mid_L,0.678571429,"Supramarginal Gyrus, posterior division_Left",0.535714286,Left_STG,0.9,L_rpSTS,0.578571429,L_TPOJ1_ROI,0.921428571,7Networks_LH_Default_Temp_5,1,7Networks_LH_Default_Temp_9,0.742857143,Left Somatomotor,0.95,Left Temporal Parietal,0.992857143
26,8957842,lh__bankssts__26,Left,-48,-36,-1,lh_bankssts,1,Temporal_Mid_L,0.264705882,"Middle Temporal Gyrus, posterior division_Left",0.264705882,Left_MTG,0.294117647,L_rpSTS,0.661764706,L_STSdp_ROI,0.588235294,7Networks_LH_Default_Temp_4,0.955882353,7Networks_LH_Default_Temp_6,0.941176471,Left Default,0.955882353,Left Default B,0.955882353
27,2235852,lh__bankssts__27,Left,-56,-56,12,lh_bankssts,1,Temporal_Mid_L,0.948529412,Angular Gyrus_Left,0.492647059,Left_MTG,0.779411765,L_cpSTS,0.625,L_TPOJ2_ROI,0.676470588,7Networks_LH_Default_Par_1,0.897058824,7Networks_LH_SalVentAttn_TempOcc_1,0.948529412,Left Salience / Ventral Attention,1,Left Temporal Parietal,0.860294118
28,6421461,lh__bankssts__28,Left,-51,-42,0,lh_bankssts,1,Temporal_Mid_L,0.709090909,"Middle Temporal Gyrus, posterior division_Left",0.521212121,Left_MTG,0.660606061,L_rpSTS,0.981818182,L_STSvp_ROI,0.787878788,7Networks_LH_Default_Temp_5,0.515151515,7Networks_LH_Default_Temp_10,0.545454545,Left Default,0.903030303,Left Default B,0.696969697
29,8793561,lh__bankssts__29,Left,-50,-45,9,lh_bankssts,1,Temporal_Mid_L,0.852272727,"Supramarginal Gyrus, posterior division_Left",0.352272727,Left_STG,0.693181818,L_cpSTS,0.625,L_TPOJ1_ROI,1,7Networks_LH_Default_Temp_5,1,7Networks_LH_Default_Temp_10,0.863636364,Left Somatomotor,0.738636364,Left Temporal Parietal,1
30,5851141,lh__bankssts__30,Left,-49,-49,15,lh_bankssts,1,Temporal_Mid_L,0.448717949,"Supramarginal Gyrus, posterior division_Left",0.487179487,Left_STG,0.487179487,L_cpSTS,0.833333333,L_TPOJ1_ROI,0.858974359,7Networks_LH_Default_Par_1,0.782051282,7Networks_LH_Default_Par_1,0.576923077,Left Default,0.769230769,Left Temporal Parietal,0.935897436
31,7156569,lh__bankssts__31,Left,-48,-34,2,lh_bankssts,1,Temporal_Mid_L,0.72,"Superior Temporal Gyrus, posterior division_Left",0.16,Left_STG,0.506666667,L_rpSTS,0.906666667,L_STSdp_ROI,1,7Networks_LH_Default_Temp_5,0.506666667,7Networks_LH_Default_Temp_9,0.413333333,Left Default,0.973333333,Left Temporal Parietal,0.56
32,6890423,lh__bankssts__32,Left,-62,-40,8,lh_bankssts,1,Temporal_Mid_L,0.758169935,"Superior Temporal Gyrus, posterior division_Left",0.60130719,Left_STG,0.875816993,L_rpSTS,0.751633987,L_TPOJ1_ROI,1,7Networks_LH_Default_Temp_5,0.980392157,7Networks_LH_Default_Temp_9,0.928104575,Left Somatomotor,0.91503268,Left Temporal Parietal,0.973856209
33,5885456,lh__bankssts__33,Left,-59,-49,15,lh_bankssts,1,Temporal_Sup_L,0.705035971,"Supramarginal Gyrus, posterior division_Left",0.690647482,Left_STG,0.755395683,L_cpSTS,0.741007194,L_STV_ROI,1,7Networks_LH_Default_Temp_5,0.949640288,7Networks_LH_Default_Par_1,0.956834532,Left Default,0.654676259,Left Temporal Parietal,1
34,8912528,lh__bankssts__34,Left,-50,-43,7,lh_bankssts,1,Temporal_Mid_L,0.945652174,"Supramarginal Gyrus, posterior division_Left",0.076086957,Left_STG,0.695652174,L_rpSTS,0.902173913,L_TPOJ1_ROI,0.663043478,7Networks_LH_Default_Temp_5,0.989130435,7Networks_LH_Default_Temp_10,0.989130435,Left Default,0.945652174,Left Temporal Parietal,0.989130435
35,15423223,lh__bankssts__35,Left,-56,-41,8,lh_bankssts,1,Temporal_Mid_L,0.868055556,"Superior Temporal Gyrus, posterior division_Left",0.229166667,Left_STG,0.798611111,L_rpSTS,0.9375,L_TPOJ1_ROI,1,7Networks_LH_Default_Temp_5,0.993055556,7Networks_LH_Default_Temp_10,0.645833333,Left Default,0.548611111,Left Temporal Parietal,0.979166667
36,7408791,lh__bankssts__36,Left,-52,-52,11,lh_bankssts,1,Temporal_Mid_L,0.975708502,"Middle Temporal Gyrus, temporooccipital part_Left",0.48582996,Left_MTG,0.412955466,L_cpSTS,0.858299595,L_TPOJ1_ROI,0.987854251,7Networks_LH_Default_Par_1,0.769230769,7Networks_LH_SalVentAttn_TempOcc_1,0.882591093,Left Salience / Ventral Attention,0.890688259,Left Temporal Parietal,0.894736842
37,14802189,lh__bankssts__37,Left,-48,-49,12,lh_bankssts,1,Temporal_Mid_L,0.746835443,"Supramarginal Gyrus, posterior division_Left",0.215189873,Left_STG,0.316455696,L_cpSTS,0.734177215,L_TPOJ1_ROI,1,7Networks_LH_Default_Par_1,0.518987342,7Networks_LH_SalVentAttn_TempOcc_1,0.746835443,Left Salience / Ventral Attention,0.734177215,Left Temporal Parietal,0.873417722
38,12252991,lh__bankssts__38,Left,-50,-38,4,lh_bankssts,1,Temporal_Mid_L,0.895348837,"Superior Temporal Gyrus, posterior division_Left",0.046511628,Left_STG,0.709302326,L_rpSTS,0.965116279,L_STSdp_ROI,1,7Networks_LH_Default_Temp_5,0.965116279,7Networks_LH_Default_Temp_10,0.965116279,Left Default,1,Left Temporal Parietal,0.930232558
39,7164146,lh__bankssts__39,Left,-52,-47,4,lh_bankssts,1,Temporal_Mid_L,0.942675159,"Middle Temporal Gyrus, temporooccipital part_Left",0.891719745,Left_MTG,0.598726115,L_cpSTS,0.554140127,L_STSvp_ROI,0.72611465,7Networks_LH_Default_Temp_5,0.878980892,7Networks_LH_Default_Temp_10,0.859872611,Left Default,0.872611465,Left Temporal Parietal,0.878980892
40,15608809,lh__bankssts__40,Left,-50,-40,6,lh_bankssts,1,Temporal_Mid_L,0.903614458,"Supramarginal Gyrus, posterior division_Left",0.036144578,Left_STG,0.626506024,L_rpSTS,0.987951807,L_STSdp_ROI,0.722891566,7Networks_LH_Default_Temp_5,0.975903614,7Networks_LH_Default_Temp_10,0.963855422,Left Default,0.951807229,Left Temporal Parietal,0.963855422
41,6483002,lh__bankssts__41,Left,-55,-44,9,lh_bankssts,1,Temporal_Mid_L,0.901639344,"Supramarginal Gyrus, posterior division_Left",0.475409836,Left_STG,0.844262295,L_rpSTS,0.893442623,L_TPOJ1_ROI,1,7Networks_LH_Default_Temp_5,1,7Networks_LH_Default_Temp_10,0.827868852,Left Somatomotor,0.860655738,Left Temporal Parietal,1
42,11087411,lh__bankssts__42,Left,-48,-46,7,lh_bankssts,1,Temporal_Mid_L,0.589041096,"Middle Temporal Gyrus, temporooccipital part_Left",0.246575342,Left_STG,0.246575342,L_cpSTS,0.657534247,L_TPOJ1_ROI,0.917808219,7Networks_LH_Default_Temp_5,0.794520548,7Networks_LH_Default_Temp_10,0.726027397,Left Default,0.643835616,Left Temporal Parietal,0.794520548
43,10930906,lh__bankssts__43,Left,-53,-52,9,lh_bankssts,1,Temporal_Mid_L,0.980861244,"Middle Temporal Gyrus, temporooccipital part_Left",0.674641148,Left_MTG,0.559808612,L_cpSTS,0.803827751,L_TPOJ1_ROI,0.923444976,7Networks_LH_Default_Temp_5,0.641148325,7Networks_LH_SalVentAttn_TempOcc_1,0.842105263,Left Salience / Ventral Attention,0.846889952,Left Temporal Parietal,0.885167464
44,1610625,lh__bankssts__44,Left,-56,-38,6,lh_bankssts,1,Temporal_Mid_L,0.94488189,"Superior Temporal Gyrus, posterior division_Left",0.496062992,Left_STG,0.700787402,L_rpSTS,0.984251969,L_TPOJ1_ROI,0.74015748,7Networks_LH_Default_Temp_5,0.984251969,7Networks_LH_Default_Temp_10,0.566929134,Left Default,0.976377953,Left Temporal Parietal,0.976377953
45,1121796,lh__bankssts__45,Left,-52,-44,2,lh_bankssts,1,Temporal_Mid_L,0.948571429,"Middle Temporal Gyrus, temporooccipital part_Left",0.428571429,Left_MTG,0.685714286,L_rpSTS,0.937142857,L_STSvp_ROI,0.725714286,7Networks_LH_Default_Temp_5,0.965714286,7Networks_LH_Default_Temp_10,0.937142857,Left Default,0.96,Left Temporal Parietal,0.874285714
46,7426901,lh__bankssts__46,Left,-48,-43,4,lh_bankssts,1,Temporal_Mid_L,0.410526316,"Middle Temporal Gyrus, temporooccipital part_Left",0.126315789,Left_MTG,0.357894737,L_rpSTS,0.831578947,L_STSdp_ROI,0.989473684,7Networks_LH_Default_Temp_5,0.810526316,7Networks_LH_Default_Temp_10,0.789473684,Left Default,0.778947368,Left Temporal Parietal,0.8
47,5256207,lh__bankssts__47,Left,-53,-49,6,lh_bankssts,1,Temporal_Mid_L,0.956989247,"Middle Temporal Gyrus, temporooccipital part_Left",0.827956989,Left_MTG,0.596774194,L_cpSTS,0.876344086,L_TPOJ1_ROI,0.553763441,7Networks_LH_Default_Temp_5,0.870967742,7Networks_LH_Default_Temp_10,0.548387097,Left Salience / Ventral Attention,0.451612903,Left Temporal Parietal,0.870967742
48,11735796,lh__bankssts__48,Left,-51,-54,14,lh_bankssts,1,Temporal_Mid_L,0.99086758,Angular Gyrus_Left,0.694063927,Left_MTG,0.401826484,L_cpSTS,0.712328767,L_TPOJ1_ROI,0.634703196,7Networks_LH_Default_Par_1,0.949771689,7Networks_LH_SalVentAttn_TempOcc_1,0.945205479,Left Salience / Ventral Attention,0.621004566,Left Temporal Parietal,0.949771689
49,7313974,lh__bankssts__49,Left,-46,-33,-1,lh_bankssts,1,Temporal_Mid_L,0.444444444,"Superior Temporal Gyrus, posterior division_Left",0.044444444,Left_STG,0.4,L_rpSTS,0.377777778,L_STSdp_ROI,1,7Networks_LH_Default_Temp_4,1,7Networks_LH_Default_Temp_6,0.644444444,Left Default,1,Left Default B,1
50,1239985,lh__bankssts__50,Left,-50,-47,12,lh_bankssts,1,Temporal_Mid_L,0.61038961,"Supramarginal Gyrus, posterior division_Left",0.558441558,Left_STG,0.753246753,L_cpSTS,0.805194805,L_TPOJ1_ROI,0.974025974,7Networks_LH_Default_Temp_5,0.961038961,7Networks_LH_Default_Par_1,0.428571429,Left Somatomotor,0.558441558,Left Temporal Parietal,1
51,15356577,lh__bankssts__51,Left,-48,-41,3,lh_bankssts,1,Temporal_Mid_L,0.269230769,"Superior Temporal Gyrus, posterior division_Left",0.012820513,Left_MTG,0.294871795,L_rpSTS,0.897435897,L_STSdp_ROI,1,7Networks_LH_Default_Temp_5,0.794871795,7Networks_LH_Default_Temp_10,0.820512821,Left Default,0.846153846,Left Temporal Parietal,0.730769231
52,5974737,lh__bankssts__52,Left,-55,-47,12,lh_bankssts,1,Temporal_Mid_L,0.537313433,"Supramarginal Gyrus, posterior division_Left",0.925373134,Left_STG,0.805970149,L_cpSTS,0.78358209,L_TPOJ1_ROI,0.731343284,7Networks_LH_Default_Temp_5,1,7Networks_LH_Default_Par_1,0.76119403,Left Somatomotor,0.679104478,Left Temporal Parietal,1
53,2093837,lh__bankssts__53,Left,-63,-35,6,lh_bankssts,1,Temporal_Mid_L,0.925233645,"Superior Temporal Gyrus, posterior division_Left",0.869158879,Left_STG,0.813084112,L_rpSTS,0.485981308,L_A5_ROI,0.61682243,7Networks_LH_Default_Temp_5,0.943925234,7Networks_LH_Default_Temp_9,0.822429907,Left Default,0.61682243,Left Temporal Parietal,0.943925234
54,16618194,lh__caudalanteriorcingulate__1,Left,-10,17,31,lh_caudalanteriorcingulate,1,Cingulum_Mid_L,0.46875,"Cingulate Gyrus, anterior division_Left",0.671875,Left_MCgG,0.625,L_A24cd,0.859375,L_p32pr_ROI,0.96875,7Networks_LH_SalVentAttn_Med_1,0.96875,7Networks_LH_SalVentAttn_Med_1,0.96875,Left Salience / Ventral Attention,0.96875,Left Salience / Ventral Attention A,0.640625
55,10518929,lh__caudalanteriorcingulate__2,Left,-2,11,28,lh_caudalanteriorcingulate,1,Cingulum_Ant_L,0.899159664,"Cingulate Gyrus, anterior division_Left",0.966386555,Left_MCgG,0.857142857,L_A24rv,0.789915966,L_33pr_ROI,0.840336134,7Networks_LH_Cont_Cing_2,0.529411765,7Networks_LH_Cont_Cing_1,0.529411765,Left Salience / Ventral Attention,0.764705882,Left Salience / Ventral Attention A,0.411764706
56,12700262,lh__caudalanteriorcingulate__3,Left,-5,33,22,lh_caudalanteriorcingulate,1,Cingulum_Ant_L,1,"Cingulate Gyrus, anterior division_Left",0.68722467,Left_ACgG,0.960352423,L_A32p,0.960352423,L_p24_ROI,0.982378855,7Networks_LH_Default_PFC_8,1,7Networks_LH_Default_PFC_12,0.995594714,Left Control,0.594713656,Left Salience / Ventral Attention B,0.925110132
57,10976757,lh__caudalanteriorcingulate__4,Left,-8,5,37,lh_caudalanteriorcingulate,1,Cingulum_Mid_L,1,"Cingulate Gyrus, anterior division_Left",0.895348837,Left_MCgG,0.697674419,L_A24cd,0.930232558,L_p24pr_ROI,0.523255814,7Networks_LH_SalVentAttn_Med_1,1,7Networks_LH_SalVentAttn_Med_2,1,Left Salience / Ventral Attention,1,Left Salience / Ventral Attention A,1
58,4415767,lh__caudalanteriorcingulate__5,Left,-7,28,25,lh_caudalanteriorcingulate,1,Cingulum_Ant_L,0.908396947,"Cingulate Gyrus, anterior division_Left",0.961832061,Left_ACgG,0.870229008,L_A32p,0.946564885,L_a24pr_ROI,0.79389313,7Networks_LH_Default_PFC_8,0.984732824,7Networks_LH_SalVentAttn_Med_1,0.854961832,Left Control,0.541984733,Left Salience / Ventral Attention B,0.984732824
59,6340420,lh__caudalanteriorcingulate__6,Left,-6,20,29,lh_caudalanteriorcingulate,1,Cingulum_Ant_L,0.788135593,"Cingulate Gyrus, anterior division_Left",0.983050847,Left_MCgG,0.830508475,L_A32p,0.779661017,L_a24pr_ROI,0.923728814,7Networks_LH_SalVentAttn_Med_1,0.762711864,7Networks_LH_SalVentAttn_Med_1,1,Left Salience / Ventral Attention,1,Left Salience / Ventral Attention B,0.703389831
60,5479524,lh__caudalanteriorcingulate__7,Left,-10,24,26,lh_caudalanteriorcingulate,1,Cingulum_Ant_L,0.583333333,"Cingulate Gyrus, anterior division_Left",0.819444444,Left_ACgG,0.583333333,L_A32p,0.791666667,L_p32pr_ROI,0.583333333,7Networks_LH_Default_PFC_8,0.930555556,7Networks_LH_SalVentAttn_Med_1,0.930555556,Left Salience / Ventral Attention,0.638888889,Left Salience / Ventral Attention B,0.930555556
61,5175103,lh__caudalanteriorcingulate__8,Left,-2,35,16,lh_caudalanteriorcingulate,1,Cingulum_Ant_L,1,"Cingulate Gyrus, anterior division_Left",1,Left_ACgG,0.984126984,L_A32p,1,L_p24_ROI,1,7Networks_LH_Default_PFC_8,0.944444444,7Networks_LH_Default_PFC_12,0.944444444,Left Default,0.944444444,Left Default A,0.944444444
62,3239163,lh__caudalanteriorcingulate__9,Left,-2,8,29,lh_caudalanteriorcingulate,1,Cingulum_Ant_L,0.795454545,"Cingulate Gyrus, anterior division_Left",0.954545455,Left_MCgG,0.818181818,L_A24rv,0.806818182,L_33pr_ROI,0.818181818,7Networks_LH_Cont_Cing_2,0.840909091,7Networks_LH_Cont_Cing_1,0.840909091,Left Salience / Ventral Attention,0.715909091,Left Salience / Ventral Attention A,0.681818182
63,15654518,lh__caudalanteriorcingulate__10,Left,-10,13,33,lh_caudalanteriorcingulate,1,Cingulum_Mid_L,0.807692308,"Cingulate Gyrus, anterior division_Left",0.634615385,Left_MCgG,0.711538462,L_A24cd,0.788461538,L_p32pr_ROI,0.826923077,7Networks_LH_SalVentAttn_Med_1,1,7Networks_LH_SalVentAttn_Med_1,0.980769231,Left Salience / Ventral Attention,1,Left Salience / Ventral Attention A,1
64,7664332,lh__caudalanteriorcingulate__11,Left,-2,32,19,lh_caudalanteriorcingulate,1,Cingulum_Ant_L,1,"Cingulate Gyrus, anterior division_Left",0.99408284,Left_ACgG,0.964497041,L_A32p,0.952662722,L_p24_ROI,0.934911243,7Networks_LH_Default_PFC_8,0.982248521,7Networks_LH_Default_PFC_12,0.982248521,Left Default,0.863905325,Left Salience / Ventral Attention B,0.822485207
65,829143,lh__caudalanteriorcingulate__12,Left,-8,30,24,lh_caudalanteriorcingulate,1,Cingulum_Ant_L,0.758928571,"Cingulate Gyrus, anterior division_Left",0.723214286,Left_ACgG,0.875,L_A32p,0.892857143,L_a32pr_ROI,0.758928571,7Networks_LH_Default_PFC_8,0.910714286,7Networks_LH_SalVentAttn_Med_1,0.464285714,Left Control,0.892857143,Left Salience / Ventral Attention B,0.910714286
66,6333078,lh__caudalanteriorcingulate__13,Left,-7,35,19,lh_caudalanteriorcingulate,1,Cingulum_Ant_L,0.933823529,"Cingulate Gyrus, anterior division_Left",0.838235294,Left_ACgG,0.889705882,L_A32p,0.882352941,L_p24_ROI,0.683823529,7Networks_LH_Default_PFC_8,0.970588235,7Networks_LH_Default_PFC_12,0.970588235,Left Default,0.963235294,Left Default A,0.860294118
67,14801324,lh__caudalanteriorcingulate__14,Left,-3,9,36,lh_caudalanteriorcingulate,1,Cingulum_Mid_L,1,"Cingulate Gyrus, anterior division_Left",1,Left_MCgG,0.939086294,L_A24cd,0.92893401,L_p24pr_ROI,0.720812183,7Networks_LH_SalVentAttn_Med_1,0.979695431,7Networks_LH_SalVentAttn_Med_2,0.934010152,Left Salience / Ventral Attention,0.979695431,Left Salience / Ventral Attention A,0.979695431
68,11094758,lh__caudalanteriorcingulate__15,Left,-5,17,32,lh_caudalanteriorcingulate,1,Cingulum_Mid_L,0.727272727,"Cingulate Gyrus, anterior division_Left",1,Left_MCgG,0.860606061,L_A24cd,0.836363636,L_a24pr_ROI,0.957575758,7Networks_LH_SalVentAttn_Med_1,1,7Networks_LH_SalVentAttn_Med_1,1,Left Salience / Ventral Attention,1,Left Salience / Ventral Attention A,0.957575758
