Region label,Region name,Hemi,Centroid R,Centroid A,Centroid S,AAL_Subcortical Region Label,AAL_Subcortical Region Name,AAL_Subcortical Overlap Ratio,AAL_Subcortical Centroid R,AAL_Subcortical Centroid A,AAL_Subcortical Centroid S,BN_Subcortical Region Label,BN_Subcortical Region Name,BN_Subcortical Overlap Ratio,BN_Subcortical Centroid R,BN_Subcortical Centroid A,BN_Subcortical Centroid S,HarvardOxford_Subcortical Region Label,HarvardOxford_Subcortical Region Name,HarvardOxford_Subcortical Overlap Ratio,HarvardOxford_Subcortical Centroid R,HarvardOxford_Subcortical Centroid A,HarvardOxford_Subcortical Centroid S,Tianye Region Label,Tianye Region Name,Tianye Overlap Ratio,Tianye Centroid R,Tianye Centroid A,Tianye Centroid S
1,L__mAmyg__1,Left,-14,-2,-20,4111,ParaHippocampal_L,0.9482758620689655,-21,-18,-22,211,L_mAmyg,1.0,-19,-2,-20,10,Left_Amygdala,0.7758620689655172,-23,-5,-18,49,mAMY-lh,0.9655172413793104,-20.0,-6.0,-16.0
2,L__mAmyg__2,Left,-20,0,-25,4111,ParaHippocampal_L,0.5294117647058824,-21,-18,-22,211,L_mAmyg,1.0,-19,-2,-20,10,Left_Amygdala,0.49019607843137253,-23,-5,-18,48,lAMY-lh,0.9803921568627451,-26.0,-2.0,-22.0
3,L__mAmyg__3,Left,-22,-4,-18,4201,Amygdala_L,1.0,-24,-2,-19,211,L_mAmyg,1.0,-19,-2,-20,10,Left_Amygdala,0.94,-23,-5,-18,49,mAMY-lh,0.94,-20.0,-6.0,-16.0
4,L__mAmyg__4,Left,-16,-1,-26,4111,ParaHippocampal_L,1.0,-21,-18,-22,211,L_mAmyg,1.0,-19,-2,-20,10,Left_Amygdala,0.0392156862745098,-23,-5,-18,48,lAMY-lh,0.2549019607843137,-26.0,-2.0,-22.0
5,L__mAmyg__5,Left,-16,-5,-18,4201,Amygdala_L,0.5098039215686274,-24,-2,-19,211,L_mAmyg,1.0,-19,-2,-20,10,Left_Amygdala,1.0,-23,-5,-18,49,mAMY-lh,1.0,-20.0,-6.0,-16.0
6,L__mAmyg__6,Left,-23,-1,-23,4201,Amygdala_L,1.0,-24,-2,-19,211,L_mAmyg,1.0,-19,-2,-20,10,Left_Amygdala,1.0,-23,-5,-18,48,lAMY-lh,1.0,-26.0,-2.0,-22.0
7,L__mAmyg__7,Left,-12,-4,-19,4111,ParaHippocampal_L,0.7735849056603774,-21,-18,-22,211,L_mAmyg,1.0,-19,-2,-20,10,Left_Amygdala,0.39622641509433965,-23,-5,-18,49,mAMY-lh,0.8679245283018868,-20.0,-6.0,-16.0
8,L__mAmyg__8,Left,-21,-6,-15,4201,Amygdala_L,0.92,-24,-2,-19,211,L_mAmyg,1.0,-19,-2,-20,10,Left_Amygdala,1.0,-23,-5,-18,49,mAMY-lh,1.0,-20.0,-6.0,-16.0
9,L__mAmyg__9,Left,-20,1,-20,4201,Amygdala_L,0.84375,-24,-2,-19,211,L_mAmyg,1.0,-19,-2,-20,10,Left_Amygdala,0.609375,-23,-5,-18,49,mAMY-lh,0.578125,-20.0,-6.0,-16.0
10,L__mAmyg__10,Left,-22,-1,-17,4201,Amygdala_L,1.0,-24,-2,-19,211,L_mAmyg,1.0,-19,-2,-20,10,Left_Amygdala,1.0,-23,-5,-18,49,mAMY-lh,0.7058823529411765,-20.0,-6.0,-16.0
11,L__mAmyg__11,Left,-24,1,-26,4201,Amygdala_L,0.68,-24,-2,-19,211,L_mAmyg,1.0,-19,-2,-20,10,Left_Amygdala,0.5,-23,-5,-18,48,lAMY-lh,1.0,-26.0,-2.0,-22.0
12,L__mAmyg__12,Left,-14,-5,-15,4101,Hippocampus_L,0.803921568627451,-26,-22,-12,211,L_mAmyg,1.0,-19,-2,-20,10,Left_Amygdala,0.7254901960784313,-23,-5,-18,49,mAMY-lh,0.8431372549019608,-20.0,-6.0,-16.0
13,L__mAmyg__13,Left,-17,1,-19,4111,ParaHippocampal_L,0.6964285714285714,-21,-18,-22,211,L_mAmyg,1.0,-19,-2,-20,10,Left_Amygdala,0.5357142857142857,-23,-5,-18,49,mAMY-lh,0.7142857142857143,-20.0,-6.0,-16.0
14,L__mAmyg__14,Left,-18,1,-27,4111,ParaHippocampal_L,1.0,-21,-18,-22,211,L_mAmyg,1.0,-19,-2,-20,10,Left_Amygdala,0.0,-23,-5,-18,48,lAMY-lh,0.13725490196078433,-26.0,-2.0,-22.0
15,L__mAmyg__15,Left,-19,-3,-20,4201,Amygdala_L,0.7454545454545455,-24,-2,-19,211,L_mAmyg,1.0,-19,-2,-20,10,Left_Amygdala,1.0,-23,-5,-18,49,mAMY-lh,0.8909090909090909,-20.0,-6.0,-16.0
16,L__mAmyg__16,Left,-19,-8,-12,4101,Hippocampus_L,0.7045454545454546,-26,-22,-12,211,L_mAmyg,1.0,-19,-2,-20,10,Left_Amygdala,0.9772727272727273,-23,-5,-18,49,mAMY-lh,0.7727272727272727,-20.0,-6.0,-16.0
17,L__mAmyg__17,Left,-23,-3,-20,4201,Amygdala_L,1.0,-24,-2,-19,211,L_mAmyg,1.0,-19,-2,-20,10,Left_Amygdala,1.0,-23,-5,-18,48,lAMY-lh,0.7647058823529411,-26.0,-2.0,-22.0
18,L__mAmyg__18,Left,-13,-1,-23,4111,ParaHippocampal_L,1.0,-21,-18,-22,211,L_mAmyg,1.0,-19,-2,-20,10,Left_Amygdala,0.13725490196078433,-23,-5,-18,49,mAMY-lh,0.3137254901960784,-20.0,-6.0,-16.0
19,L__mAmyg__19,Left,-17,-2,-15,4201,Amygdala_L,0.9019607843137255,-24,-2,-19,211,L_mAmyg,1.0,-19,-2,-20,10,Left_Amygdala,0.8627450980392157,-23,-5,-18,49,mAMY-lh,0.9607843137254902,-20.0,-6.0,-16.0
20,L__mAmyg__20,Left,-17,-5,-14,4101,Hippocampus_L,0.72,-26,-22,-12,211,L_mAmyg,1.0,-19,-2,-20,10,Left_Amygdala,0.96,-23,-5,-18,49,mAMY-lh,1.0,-20.0,-6.0,-16.0
21,L__mAmyg__21,Left,-22,-11,-12,4101,Hippocampus_L,0.6521739130434783,-26,-22,-12,211,L_mAmyg,1.0,-19,-2,-20,10,Left_Amygdala,1.0,-23,-5,-18,49,mAMY-lh,0.7391304347826086,-20.0,-6.0,-16.0
22,L__mAmyg__22,Left,-17,0,-23,4111,ParaHippocampal_L,0.7647058823529411,-21,-18,-22,211,L_mAmyg,1.0,-19,-2,-20,10,Left_Amygdala,0.47058823529411764,-23,-5,-18,49,mAMY-lh,0.5490196078431373,-20.0,-6.0,-16.0
23,L__mAmyg__23,Left,-24,1,-20,4201,Amygdala_L,1.0,-24,-2,-19,211,L_mAmyg,1.0,-19,-2,-20,10,Left_Amygdala,0.7058823529411765,-23,-5,-18,48,lAMY-lh,1.0,-26.0,-2.0,-22.0
24,L__mAmyg__24,Left,-22,-1,-28,4111,ParaHippocampal_L,0.6808510638297872,-21,-18,-22,211,L_mAmyg,1.0,-19,-2,-20,10,Left_Amygdala,0.2978723404255319,-23,-5,-18,48,lAMY-lh,0.723404255319149,-26.0,-2.0,-22.0
55,L__lAmyg__1,Left,-26,-2,-29,4111,ParaHippocampal_L,0.5344827586206896,-21,-18,-22,213,L_lAmyg,1.0,-27,-4,-20,10,Left_Amygdala,0.3103448275862069,-23,-5,-18,48,lAMY-lh,0.1206896551724138,-26.0,-2.0,-22.0
56,L__lAmyg__2,Left,-23,-6,-13,4201,Amygdala_L,0.8333333333333334,-24,-2,-19,213,L_lAmyg,1.0,-27,-4,-20,10,Left_Amygdala,1.0,-23,-5,-18,49,mAMY-lh,0.7121212121212122,-20.0,-6.0,-16.0
57,L__lAmyg__3,Left,-26,-3,-17,4201,Amygdala_L,0.9411764705882353,-24,-2,-19,213,L_lAmyg,1.0,-27,-4,-20,10,Left_Amygdala,1.0,-23,-5,-18,48,lAMY-lh,0.9852941176470589,-26.0,-2.0,-22.0
58,L__lAmyg__4,Left,-31,-4,-25,4201,Amygdala_L,0.3150684931506849,-24,-2,-19,213,L_lAmyg,1.0,-27,-4,-20,10,Left_Amygdala,0.4657534246575342,-23,-5,-18,48,lAMY-lh,0.3013698630136986,-26.0,-2.0,-22.0
59,L__lAmyg__5,Left,-27,-6,-14,4201,Amygdala_L,0.96,-24,-2,-19,213,L_lAmyg,1.0,-27,-4,-20,10,Left_Amygdala,0.66,-23,-5,-18,49,mAMY-lh,0.42,-20.0,-6.0,-16.0
60,L__lAmyg__6,Left,-29,-4,-18,4201,Amygdala_L,0.7540983606557377,-24,-2,-19,213,L_lAmyg,1.0,-27,-4,-20,10,Left_Amygdala,0.9344262295081968,-23,-5,-18,48,lAMY-lh,0.8032786885245902,-26.0,-2.0,-22.0
61,L__lAmyg__7,Left,-25,-10,-12,4201,Amygdala_L,0.46153846153846156,-24,-2,-19,213,L_lAmyg,1.0,-27,-4,-20,10,Left_Amygdala,1.0,-23,-5,-18,49,mAMY-lh,0.7307692307692307,-20.0,-6.0,-16.0
62,L__lAmyg__8,Left,-28,-3,-21,4201,Amygdala_L,1.0,-24,-2,-19,213,L_lAmyg,1.0,-27,-4,-20,10,Left_Amygdala,1.0,-23,-5,-18,48,lAMY-lh,1.0,-26.0,-2.0,-22.0
63,L__lAmyg__9,Left,-22,-3,-14,4201,Amygdala_L,1.0,-24,-2,-19,213,L_lAmyg,1.0,-27,-4,-20,10,Left_Amygdala,1.0,-23,-5,-18,49,mAMY-lh,0.94,-20.0,-6.0,-16.0
64,L__lAmyg__10,Left,-32,-5,-22,4201,Amygdala_L,0.27450980392156865,-24,-2,-19,213,L_lAmyg,1.0,-27,-4,-20,10,Left_Amygdala,0.29411764705882354,-23,-5,-18,48,lAMY-lh,0.4117647058823529,-26.0,-2.0,-22.0
65,L__lAmyg__11,Left,-27,-2,-24,4201,Amygdala_L,0.9302325581395349,-24,-2,-19,213,L_lAmyg,1.0,-27,-4,-20,10,Left_Amygdala,1.0,-23,-5,-18,48,lAMY-lh,1.0,-26.0,-2.0,-22.0
66,L__lAmyg__12,Left,-28,-1,-26,4201,Amygdala_L,0.9523809523809523,-24,-2,-19,213,L_lAmyg,1.0,-27,-4,-20,10,Left_Amygdala,0.7142857142857143,-23,-5,-18,48,lAMY-lh,0.6904761904761905,-26.0,-2.0,-22.0
86,L__rHipp__1,Left,-19,-4,-23,4101,Hippocampus_L,0.45,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,10,Left_Amygdala,0.8666666666666667,-23,-5,-18,48,lAMY-lh,0.7,-26.0,-2.0,-22.0
87,L__rHipp__2,Left,-16,-34,-6,4101,Hippocampus_L,0.45161290322580644,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,0.43548387096774194,-25,-22,-14,50,THA-DP-lh,0.22580645161290322,-14.0,-30.0,2.0
88,L__rHipp__3,Left,-24,-12,-14,4101,Hippocampus_L,1.0,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,10,Left_Amygdala,0.803030303030303,-23,-5,-18,49,mAMY-lh,0.6515151515151515,-20.0,-6.0,-16.0
89,L__rHipp__4,Left,-23,-18,-17,4101,Hippocampus_L,1.0,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,1.0,-25,-22,-14,32,HIP-head-l-lh,0.7321428571428571,-28.0,-14.0,-20.0
90,L__rHipp__5,Left,-17,-31,-9,4101,Hippocampus_L,0.6621621621621622,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,0.40540540540540543,-25,-22,-14,34,HIP-tail-lh,0.13513513513513514,-22.0,-38.0,-2.0
91,L__rHipp__6,Left,-18,-17,-18,4101,Hippocampus_L,0.5423728813559322,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,1.0,-25,-22,-14,29,HIP-head-m2-lh,0.9830508474576272,-20.0,-18.0,-16.0
92,L__rHipp__7,Left,-29,-15,-17,4101,Hippocampus_L,1.0,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,1.0,-25,-22,-14,32,HIP-head-l-lh,0.9807692307692307,-28.0,-14.0,-20.0
93,L__rHipp__8,Left,-21,-8,-29,4111,ParaHippocampal_L,1.0,-21,-18,-22,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,0.2222222222222222,-25,-22,-14,32,HIP-head-l-lh,0.3333333333333333,-28.0,-14.0,-20.0
94,L__rHipp__9,Left,-25,-9,-29,4111,ParaHippocampal_L,0.9803921568627451,-21,-18,-22,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,0.49019607843137253,-25,-22,-14,32,HIP-head-l-lh,0.5294117647058824,-28.0,-14.0,-20.0
95,L__rHipp__10,Left,-24,-28,-9,4101,Hippocampus_L,1.0,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,1.0,-25,-22,-14,33,HIP-body-lh,0.8928571428571429,-28.0,-28.0,-10.0
96,L__rHipp__11,Left,-31,-9,-25,4101,Hippocampus_L,0.6274509803921569,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,0.6666666666666666,-25,-22,-14,32,HIP-head-l-lh,0.23529411764705882,-28.0,-14.0,-20.0
97,L__rHipp__12,Left,-13,-9,-16,4101,Hippocampus_L,0.5098039215686274,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,10,Left_Amygdala,0.7450980392156863,-23,-5,-18,49,mAMY-lh,0.7843137254901961,-20.0,-6.0,-16.0
98,L__rHipp__13,Left,-11,-9,-24,4101,Hippocampus_L,0.12962962962962962,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,10,Left_Amygdala,0.0,-23,-5,-18,28,HIP-head-m1-lh,0.2777777777777778,-18.0,-12.0,-22.0
99,L__rHipp__14,Left,-32,-16,-15,4101,Hippocampus_L,1.0,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,0.62,-25,-22,-14,32,HIP-head-l-lh,0.46,-28.0,-14.0,-20.0
100,L__rHipp__15,Left,-29,-24,-10,4101,Hippocampus_L,0.5833333333333334,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,0.6875,-25,-22,-14,33,HIP-body-lh,0.7083333333333334,-28.0,-28.0,-10.0
101,L__rHipp__16,Left,-13,-11,-20,4101,Hippocampus_L,0.3333333333333333,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,0.9523809523809523,-25,-22,-14,28,HIP-head-m1-lh,0.9206349206349206,-18.0,-12.0,-22.0
102,L__rHipp__17,Left,-30,-7,-19,4101,Hippocampus_L,0.8823529411764706,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,10,Left_Amygdala,0.7843137254901961,-23,-5,-18,48,lAMY-lh,0.5686274509803921,-26.0,-2.0,-22.0
103,L__rHipp__18,Left,-25,-7,-26,4101,Hippocampus_L,0.9019607843137255,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,0.9803921568627451,-25,-22,-14,32,HIP-head-l-lh,0.6078431372549019,-28.0,-14.0,-20.0
104,L__rHipp__19,Left,-19,-26,-14,4101,Hippocampus_L,0.5813953488372093,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,0.36046511627906974,-25,-22,-14,29,HIP-head-m2-lh,0.11627906976744186,-20.0,-18.0,-16.0
105,L__rHipp__20,Left,-16,-14,-19,4101,Hippocampus_L,0.3181818181818182,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,0.9848484848484849,-25,-22,-14,28,HIP-head-m1-lh,0.7424242424242424,-18.0,-12.0,-22.0
106,L__rHipp__21,Left,-17,-5,-27,4111,ParaHippocampal_L,1.0,-21,-18,-22,215,L_rHipp,1.0,-22,-14,-19,10,Left_Amygdala,0.0,-23,-5,-18,48,lAMY-lh,0.23728813559322035,-26.0,-2.0,-22.0
107,L__rHipp__22,Left,-21,-8,-19,4101,Hippocampus_L,0.7352941176470589,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,10,Left_Amygdala,0.7794117647058824,-23,-5,-18,49,mAMY-lh,0.9411764705882353,-20.0,-6.0,-16.0
108,L__rHipp__23,Left,-11,-8,-19,4111,ParaHippocampal_L,0.41818181818181815,-21,-18,-22,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,0.4,-25,-22,-14,49,mAMY-lh,0.3090909090909091,-20.0,-6.0,-16.0
109,L__rHipp__24,Left,-19,-18,-22,4111,ParaHippocampal_L,0.8490566037735849,-21,-18,-22,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,0.4716981132075472,-25,-22,-14,29,HIP-head-m2-lh,0.5283018867924528,-20.0,-18.0,-16.0
110,L__rHipp__25,Left,-28,-30,-7,4101,Hippocampus_L,1.0,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,0.6794871794871795,-25,-22,-14,33,HIP-body-lh,0.8076923076923077,-28.0,-28.0,-10.0
111,L__rHipp__26,Left,-28,-14,-22,4101,Hippocampus_L,0.9682539682539683,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,1.0,-25,-22,-14,32,HIP-head-l-lh,1.0,-28.0,-14.0,-20.0
112,L__rHipp__27,Left,-25,-8,-17,4201,Amygdala_L,0.5161290322580645,-24,-2,-19,215,L_rHipp,1.0,-22,-14,-19,10,Left_Amygdala,0.967741935483871,-23,-5,-18,49,mAMY-lh,0.8548387096774194,-20.0,-6.0,-16.0
113,L__rHipp__28,Left,-22,-16,-14,4101,Hippocampus_L,0.88,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,0.82,-25,-22,-14,29,HIP-head-m2-lh,0.34,-20.0,-18.0,-16.0
114,L__rHipp__29,Left,-29,-8,-27,4111,ParaHippocampal_L,0.625,-21,-18,-22,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,0.7857142857142857,-25,-22,-14,32,HIP-head-l-lh,0.5535714285714286,-28.0,-14.0,-20.0
115,L__rHipp__30,Left,-32,-20,-12,4101,Hippocampus_L,0.8,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,0.7555555555555555,-25,-22,-14,33,HIP-body-lh,0.4666666666666667,-28.0,-28.0,-10.0
116,L__rHipp__31,Left,-27,-13,-26,4111,ParaHippocampal_L,0.703125,-21,-18,-22,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,0.890625,-25,-22,-14,32,HIP-head-l-lh,0.953125,-28.0,-14.0,-20.0
117,L__rHipp__32,Left,-21,-28,-9,4101,Hippocampus_L,1.0,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,0.9666666666666667,-25,-22,-14,33,HIP-body-lh,0.6,-28.0,-28.0,-10.0
118,L__rHipp__33,Left,-29,-9,-15,4101,Hippocampus_L,0.8461538461538461,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,10,Left_Amygdala,0.6346153846153846,-23,-5,-18,49,mAMY-lh,0.36538461538461536,-20.0,-6.0,-16.0
119,L__rHipp__34,Left,-33,-13,-18,4101,Hippocampus_L,1.0,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,0.5882352941176471,-25,-22,-14,32,HIP-head-l-lh,0.29411764705882354,-28.0,-14.0,-20.0
120,L__rHipp__35,Left,-18,-9,-15,4101,Hippocampus_L,0.9215686274509803,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,10,Left_Amygdala,1.0,-23,-5,-18,49,mAMY-lh,1.0,-20.0,-6.0,-16.0
121,L__rHipp__36,Left,-24,-4,-23,4201,Amygdala_L,0.8627450980392157,-24,-2,-19,215,L_rHipp,1.0,-22,-14,-19,10,Left_Amygdala,0.9607843137254902,-23,-5,-18,48,lAMY-lh,0.9607843137254902,-26.0,-2.0,-22.0
122,L__rHipp__37,Left,-20,-5,-29,4111,ParaHippocampal_L,0.9215686274509803,-21,-18,-22,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,0.0784313725490196,-25,-22,-14,48,lAMY-lh,0.19607843137254902,-26.0,-2.0,-22.0
123,L__rHipp__38,Left,-14,-6,-25,4111,ParaHippocampal_L,0.9607843137254902,-21,-18,-22,215,L_rHipp,1.0,-22,-14,-19,10,Left_Amygdala,0.0,-23,-5,-18,49,mAMY-lh,0.058823529411764705,-20.0,-6.0,-16.0
124,L__rHipp__39,Left,-20,-21,-19,4101,Hippocampus_L,0.58,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,0.7,-25,-22,-14,29,HIP-head-m2-lh,0.74,-20.0,-18.0,-16.0
125,L__rHipp__40,Left,-15,-12,-15,4101,Hippocampus_L,0.49056603773584906,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,10,Left_Amygdala,0.5471698113207547,-23,-5,-18,49,mAMY-lh,0.5283018867924528,-20.0,-6.0,-16.0
126,L__rHipp__41,Left,-33,-24,-10,4101,Hippocampus_L,0.6538461538461539,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,0.6153846153846154,-25,-22,-14,33,HIP-body-lh,0.4230769230769231,-28.0,-28.0,-10.0
127,L__rHipp__42,Left,-27,-11,-18,4101,Hippocampus_L,1.0,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,0.7792207792207793,-25,-22,-14,32,HIP-head-l-lh,0.8311688311688312,-28.0,-14.0,-20.0
128,L__rHipp__43,Left,-23,-21,-14,4101,Hippocampus_L,0.86,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,0.98,-25,-22,-14,33,HIP-body-lh,0.48,-28.0,-28.0,-10.0
129,L__rHipp__44,Left,-23,-5,-30,4111,ParaHippocampal_L,0.9607843137254902,-21,-18,-22,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,0.1568627450980392,-25,-22,-14,48,lAMY-lh,0.0784313725490196,-26.0,-2.0,-22.0
130,L__rHipp__45,Left,-32,-10,-20,4101,Hippocampus_L,1.0,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,0.6666666666666666,-25,-22,-14,32,HIP-head-l-lh,0.21052631578947367,-28.0,-14.0,-20.0
131,L__rHipp__46,Left,-24,-19,-14,4101,Hippocampus_L,0.96,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,1.0,-25,-22,-14,32,HIP-head-l-lh,0.6,-28.0,-14.0,-20.0
132,L__rHipp__47,Left,-19,-12,-14,4101,Hippocampus_L,0.9090909090909091,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,10,Left_Amygdala,0.9636363636363636,-23,-5,-18,49,mAMY-lh,0.7818181818181819,-20.0,-6.0,-16.0
133,L__rHipp__48,Left,-18,-7,-22,4101,Hippocampus_L,0.7857142857142857,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,0.6071428571428571,-25,-22,-14,49,mAMY-lh,0.6785714285714286,-20.0,-6.0,-16.0
134,L__rHipp__49,Left,-15,-10,-24,4111,ParaHippocampal_L,0.5789473684210527,-21,-18,-22,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,0.24561403508771928,-25,-22,-14,28,HIP-head-m1-lh,0.7368421052631579,-18.0,-12.0,-22.0
135,L__rHipp__50,Left,-27,-21,-12,4101,Hippocampus_L,0.84,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,1.0,-25,-22,-14,33,HIP-body-lh,0.84,-28.0,-28.0,-10.0
136,L__rHipp__51,Left,-22,-11,-26,4101,Hippocampus_L,0.5068493150684932,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,0.9041095890410958,-25,-22,-14,32,HIP-head-l-lh,0.726027397260274,-28.0,-14.0,-20.0
137,L__rHipp__52,Left,-20,-14,-25,4111,ParaHippocampal_L,0.6,-21,-18,-22,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,0.55,-25,-22,-14,28,HIP-head-m1-lh,0.7166666666666667,-18.0,-12.0,-22.0
138,L__rHipp__53,Left,-29,-18,-14,4101,Hippocampus_L,1.0,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,0.92,-25,-22,-14,32,HIP-head-l-lh,0.56,-28.0,-14.0,-20.0
139,L__rHipp__54,Left,-29,-7,-24,4101,Hippocampus_L,0.7647058823529411,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,0.7254901960784313,-25,-22,-14,48,lAMY-lh,0.43137254901960786,-26.0,-2.0,-22.0
140,L__rHipp__55,Left,-22,-4,-27,4201,Amygdala_L,0.4393939393939394,-24,-2,-19,215,L_rHipp,1.0,-22,-14,-19,10,Left_Amygdala,0.5757575757575758,-23,-5,-18,48,lAMY-lh,0.7878787878787878,-26.0,-2.0,-22.0
141,L__rHipp__56,Left,-20,-20,-15,4101,Hippocampus_L,0.68,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,0.94,-25,-22,-14,29,HIP-head-m2-lh,0.88,-20.0,-18.0,-16.0
142,L__rHipp__57,Left,-29,-13,-14,4101,Hippocampus_L,1.0,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,0.35714285714285715,-25,-22,-14,32,HIP-head-l-lh,0.16071428571428573,-28.0,-14.0,-20.0
143,L__rHipp__58,Left,-12,-35,-6,7101,Thalamus_L,0.0,-12,-19,6,215,L_rHipp,1.0,-22,-14,-19,4,Left_Thalamus,0.029411764705882353,-10,-19,6,50,THA-DP-lh,0.029411764705882353,-14.0,-30.0,2.0
144,L__rHipp__59,Left,-16,-14,-23,4111,ParaHippocampal_L,0.7272727272727273,-21,-18,-22,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,0.4909090909090909,-25,-22,-14,28,HIP-head-m1-lh,0.7454545454545455,-18.0,-12.0,-22.0
145,L__rHipp__60,Left,-14,-6,-22,4101,Hippocampus_L,0.8333333333333334,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,0.3787878787878788,-25,-22,-14,49,mAMY-lh,0.6060606060606061,-20.0,-6.0,-16.0
146,L__rHipp__61,Left,-18,-16,-15,4101,Hippocampus_L,0.38181818181818183,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,0.8545454545454545,-25,-22,-14,29,HIP-head-m2-lh,0.6545454545454545,-20.0,-18.0,-16.0
147,L__rHipp__62,Left,-24,-15,-24,4101,Hippocampus_L,0.6935483870967742,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,0.8387096774193549,-25,-22,-14,32,HIP-head-l-lh,0.8709677419354839,-28.0,-14.0,-20.0
148,L__rHipp__63,Left,-18,-9,-26,4111,ParaHippocampal_L,0.9850746268656716,-21,-18,-22,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,0.2537313432835821,-25,-22,-14,28,HIP-head-m1-lh,0.5970149253731343,-18.0,-12.0,-22.0
149,L__rHipp__64,Left,-25,-15,-19,4101,Hippocampus_L,1.0,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,1.0,-25,-22,-14,32,HIP-head-l-lh,1.0,-28.0,-14.0,-20.0
