Region label,Region name,Hemi,Centroid R,Centroid A,Centroid S,AAL_Subcortical Region Label,AAL_Subcortical Region Name,AAL_Subcortical Overlap Ratio,AAL_Subcortical Centroid R,AAL_Subcortical Centroid A,AAL_Subcortical Centroid S,BN_Subcortical Region Label,BN_Subcortical Region Name,BN_Subcortical Overlap Ratio,BN_Subcortical Centroid R,BN_Subcortical Centroid A,BN_Subcortical Centroid S,HarvardOxford_Subcortical Region Label,HarvardOxford_Subcortical Region Name,HarvardOxford_Subcortical Overlap Ratio,HarvardOxford_Subcortical Centroid R,HarvardOxford_Subcortical Centroid A,HarvardOxford_Subcortical Centroid S,Tianye Region Label,Tianye Region Name,Tianye Overlap Ratio,Tianye Centroid R,Tianye Centroid A,Tianye Centroid S
1075,R__dlPu__1,Right,27,-7,3,7012,Putamen_R,0.8888888888888888,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,1.0,25,2,0,16,PUT-DP-rh,0.9523809523809523,28.0,-2.0,6.0
1076,R__dlPu__2,Right,28,12,-4,7012,Putamen_R,1.0,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.47058823529411764,25,2,0,13,PUT-VA-rh,0.8529411764705882,22.0,12.0,-6.0
1077,R__dlPu__3,Right,26,-9,-4,7022,Pallidum_R,0.9038461538461539,20,-2,-2,230,R_dlPu,1.0,29,-3,1,18,Right_Pallidum,0.5961538461538461,20,-4,-1,26,pGP-rh,0.7115384615384616,24.0,-8.0,-2.0
1078,R__dlPu__4,Right,28,-3,-7,7012,Putamen_R,0.7692307692307693,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.9423076923076923,25,2,0,14,PUT-DA-rh,0.5,26.0,6.0,2.0
1079,R__dlPu__5,Right,33,-6,-2,7012,Putamen_R,1.0,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.8064516129032258,25,2,0,15,PUT-VP-rh,1.0,30.0,-12.0,0.0
1080,R__dlPu__6,Right,32,-11,7,7012,Putamen_R,0.75,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.5961538461538461,25,2,0,16,PUT-DP-rh,0.5384615384615384,28.0,-2.0,6.0
1081,R__dlPu__7,Right,32,-3,6,7012,Putamen_R,0.9807692307692307,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.6538461538461539,25,2,0,16,PUT-DP-rh,1.0,28.0,-2.0,6.0
1082,R__dlPu__8,Right,28,8,8,7012,Putamen_R,1.0,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.8,25,2,0,14,PUT-DA-rh,0.7714285714285715,26.0,6.0,2.0
1083,R__dlPu__9,Right,30,-20,4,7012,Putamen_R,1.0,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.9,25,2,0,15,PUT-VP-rh,0.7333333333333333,30.0,-12.0,0.0
1084,R__dlPu__10,Right,30,9,-3,7012,Putamen_R,1.0,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.5238095238095238,25,2,0,14,PUT-DA-rh,0.8809523809523809,26.0,6.0,2.0
1085,R__dlPu__11,Right,30,1,5,7012,Putamen_R,1.0,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,1.0,25,2,0,16,PUT-DP-rh,1.0,28.0,-2.0,6.0
1086,R__dlPu__12,Right,28,1,-3,7012,Putamen_R,1.0,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,1.0,25,2,0,14,PUT-DA-rh,0.8055555555555556,26.0,6.0,2.0
1087,R__dlPu__13,Right,30,-18,7,7012,Putamen_R,0.6666666666666666,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.6666666666666666,25,2,0,15,PUT-VP-rh,0.8888888888888888,30.0,-12.0,0.0
1088,R__dlPu__14,Right,29,0,8,7012,Putamen_R,1.0,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.9803921568627451,25,2,0,16,PUT-DP-rh,1.0,28.0,-2.0,6.0
1089,R__dlPu__15,Right,32,-6,-6,7012,Putamen_R,1.0,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.7307692307692307,25,2,0,15,PUT-VP-rh,0.9807692307692307,30.0,-12.0,0.0
1090,R__dlPu__16,Right,30,-17,1,7012,Putamen_R,0.8378378378378378,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.9459459459459459,25,2,0,15,PUT-VP-rh,0.8378378378378378,30.0,-12.0,0.0
1091,R__dlPu__17,Right,27,11,6,7012,Putamen_R,1.0,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.7435897435897436,25,2,0,14,PUT-DA-rh,0.8461538461538461,26.0,6.0,2.0
1092,R__dlPu__18,Right,27,-12,-2,7022,Pallidum_R,0.5576923076923077,20,-2,-2,230,R_dlPu,1.0,29,-3,1,18,Right_Pallidum,0.5961538461538461,20,-4,-1,26,pGP-rh,0.5961538461538461,24.0,-8.0,-2.0
1093,R__dlPu__19,Right,29,-8,10,7012,Putamen_R,0.9615384615384616,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.7884615384615384,25,2,0,16,PUT-DP-rh,1.0,28.0,-2.0,6.0
1094,R__dlPu__20,Right,30,-1,11,7012,Putamen_R,1.0,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.7058823529411765,25,2,0,16,PUT-DP-rh,0.9607843137254902,28.0,-2.0,6.0
1095,R__dlPu__21,Right,26,1,-6,7012,Putamen_R,0.6538461538461539,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.9615384615384616,25,2,0,14,PUT-DA-rh,0.7884615384615384,26.0,6.0,2.0
1096,R__dlPu__22,Right,28,3,10,7012,Putamen_R,1.0,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.9318181818181818,25,2,0,16,PUT-DP-rh,0.9090909090909091,28.0,-2.0,6.0
1097,R__dlPu__23,Right,32,-13,1,7012,Putamen_R,0.9615384615384616,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.8846153846153846,25,2,0,15,PUT-VP-rh,1.0,30.0,-12.0,0.0
1098,R__dlPu__24,Right,30,-15,9,7012,Putamen_R,0.8095238095238095,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.5238095238095238,25,2,0,15,PUT-VP-rh,0.7142857142857143,30.0,-12.0,0.0
1099,R__dlPu__25,Right,27,13,3,7012,Putamen_R,1.0,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.7605633802816901,25,2,0,14,PUT-DA-rh,0.7887323943661971,26.0,6.0,2.0
1100,R__dlPu__26,Right,26,-5,-1,7022,Pallidum_R,0.8666666666666667,20,-2,-2,230,R_dlPu,1.0,29,-3,1,18,Right_Pallidum,0.5166666666666667,20,-4,-1,26,pGP-rh,0.5,24.0,-8.0,-2.0
1101,R__dlPu__27,Right,29,-9,-5,7022,Pallidum_R,0.5166666666666667,20,-2,-2,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.9833333333333333,25,2,0,15,PUT-VP-rh,0.9833333333333333,30.0,-12.0,0.0
1102,R__dlPu__28,Right,32,3,1,7012,Putamen_R,1.0,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.6415094339622641,25,2,0,16,PUT-DP-rh,0.5283018867924528,28.0,-2.0,6.0
1103,R__dlPu__29,Right,28,5,7,7012,Putamen_R,1.0,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.9607843137254902,25,2,0,16,PUT-DP-rh,0.8627450980392157,28.0,-2.0,6.0
1104,R__dlPu__30,Right,29,9,1,7012,Putamen_R,1.0,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.7674418604651163,25,2,0,14,PUT-DA-rh,1.0,26.0,6.0,2.0
1105,R__dlPu__31,Right,32,-10,-3,7012,Putamen_R,0.9818181818181818,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.9454545454545454,25,2,0,15,PUT-VP-rh,1.0,30.0,-12.0,0.0
1106,R__dlPu__32,Right,32,-7,6,7012,Putamen_R,0.9230769230769231,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.6923076923076923,25,2,0,16,PUT-DP-rh,0.9230769230769231,28.0,-2.0,6.0
1107,R__dlPu__33,Right,32,-1,-5,7012,Putamen_R,1.0,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.5294117647058824,25,2,0,15,PUT-VP-rh,0.6666666666666666,30.0,-12.0,0.0
1108,R__dlPu__34,Right,30,-5,10,7012,Putamen_R,1.0,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.6346153846153846,25,2,0,16,PUT-DP-rh,0.9423076923076923,28.0,-2.0,6.0
1109,R__dlPu__35,Right,28,12,-1,7012,Putamen_R,1.0,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.7755102040816326,25,2,0,13,PUT-VA-rh,0.6122448979591837,22.0,12.0,-6.0
1110,R__dlPu__36,Right,32,-14,6,7012,Putamen_R,0.6923076923076923,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.5192307692307693,25,2,0,15,PUT-VP-rh,1.0,30.0,-12.0,0.0
1111,R__dlPu__37,Right,33,-8,1,7012,Putamen_R,1.0,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.6923076923076923,25,2,0,15,PUT-VP-rh,1.0,30.0,-12.0,0.0
1112,R__dlPu__38,Right,28,1,1,7012,Putamen_R,1.0,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,1.0,25,2,0,16,PUT-DP-rh,0.6111111111111112,28.0,-2.0,6.0
1113,R__dlPu__39,Right,26,-3,-4,7022,Pallidum_R,0.7272727272727273,20,-2,-2,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.7454545454545455,25,2,0,26,pGP-rh,0.41818181818181815,24.0,-8.0,-2.0
1114,R__dlPu__40,Right,29,-5,-3,7012,Putamen_R,0.8767123287671232,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,1.0,25,2,0,15,PUT-VP-rh,0.7671232876712328,30.0,-12.0,0.0
1115,R__dlPu__41,Right,27,-15,1,7012,Putamen_R,0.1346153846153846,27,3,1,230,R_dlPu,1.0,29,-3,1,18,Right_Pallidum,0.4807692307692308,20,-4,-1,15,PUT-VP-rh,0.7115384615384616,30.0,-12.0,0.0
1116,R__dlPu__42,Right,27,-12,3,7012,Putamen_R,0.6764705882352942,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.8823529411764706,25,2,0,15,PUT-VP-rh,0.8382352941176471,30.0,-12.0,0.0
1117,R__dlPu__43,Right,32,-2,2,7012,Putamen_R,1.0,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.8461538461538461,25,2,0,16,PUT-DP-rh,0.9807692307692307,28.0,-2.0,6.0
1118,R__dlPu__44,Right,27,-3,5,7012,Putamen_R,1.0,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,1.0,25,2,0,16,PUT-DP-rh,1.0,28.0,-2.0,6.0
1119,R__dlPu__45,Right,31,-5,3,7012,Putamen_R,1.0,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.927536231884058,25,2,0,16,PUT-DP-rh,0.5652173913043478,28.0,-2.0,6.0
1120,R__dlPu__46,Right,32,3,-4,7012,Putamen_R,1.0,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.25,25,2,0,14,PUT-DA-rh,0.8461538461538461,26.0,6.0,2.0
1121,R__dlPu__47,Right,30,5,2,7012,Putamen_R,1.0,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.9230769230769231,25,2,0,14,PUT-DA-rh,0.8846153846153846,26.0,6.0,2.0
1122,R__dlPu__48,Right,28,-15,7,7012,Putamen_R,0.8431372549019608,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.8235294117647058,25,2,0,15,PUT-VP-rh,0.6862745098039216,30.0,-12.0,0.0
1123,R__dlPu__49,Right,31,-10,4,7012,Putamen_R,0.9402985074626866,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.9104477611940298,25,2,0,15,PUT-VP-rh,0.9253731343283582,30.0,-12.0,0.0
1124,R__dlPu__50,Right,26,-6,-6,7022,Pallidum_R,0.9807692307692307,20,-2,-2,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.46153846153846156,25,2,0,26,pGP-rh,0.4807692307692308,24.0,-8.0,-2.0
1125,R__dlPu__51,Right,28,-12,9,7012,Putamen_R,1.0,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.9423076923076923,25,2,0,16,PUT-DP-rh,0.8076923076923077,28.0,-2.0,6.0
1126,R__dlPu__52,Right,30,5,-2,7012,Putamen_R,1.0,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.9423076923076923,25,2,0,14,PUT-DA-rh,1.0,26.0,6.0,2.0
1127,R__dlPu__53,Right,26,0,-1,7012,Putamen_R,0.8846153846153846,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,1.0,25,2,0,16,PUT-DP-rh,0.5192307692307693,28.0,-2.0,6.0
1128,R__dlPu__54,Right,28,-4,9,7012,Putamen_R,1.0,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,1.0,25,2,0,16,PUT-DP-rh,1.0,28.0,-2.0,6.0
1129,R__dlPu__55,Right,30,6,-6,7012,Putamen_R,1.0,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.34615384615384615,25,2,0,14,PUT-DA-rh,0.7692307692307693,26.0,6.0,2.0
1130,R__dlPu__56,Right,26,16,1,7012,Putamen_R,1.0,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.36619718309859156,25,2,0,13,PUT-VA-rh,0.4647887323943662,22.0,12.0,-6.0
1131,R__dlPu__57,Right,29,-9,0,7012,Putamen_R,0.8533333333333334,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,1.0,25,2,0,15,PUT-VP-rh,0.9866666666666667,30.0,-12.0,0.0
1132,R__dlPu__58,Right,28,-3,1,7012,Putamen_R,0.9583333333333334,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,1.0,25,2,0,16,PUT-DP-rh,0.9722222222222222,28.0,-2.0,6.0
1133,R__dlPu__59,Right,27,1,4,7012,Putamen_R,1.0,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,1.0,25,2,0,16,PUT-DP-rh,1.0,28.0,-2.0,6.0
1134,R__dlPu__60,Right,30,-15,-1,7012,Putamen_R,0.9615384615384616,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.9807692307692307,25,2,0,15,PUT-VP-rh,1.0,30.0,-12.0,0.0
1135,R__dlPu__61,Right,26,-10,0,7022,Pallidum_R,0.8269230769230769,20,-2,-2,230,R_dlPu,1.0,29,-3,1,18,Right_Pallidum,0.8269230769230769,20,-4,-1,26,pGP-rh,0.75,24.0,-8.0,-2.0
1136,R__dlPu__62,Right,32,-1,-1,7012,Putamen_R,1.0,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.921875,25,2,0,15,PUT-VP-rh,0.609375,30.0,-12.0,0.0
1137,R__dlPu__63,Right,29,-16,4,7012,Putamen_R,1.0,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.9411764705882353,25,2,0,15,PUT-VP-rh,0.8627450980392157,30.0,-12.0,0.0
1138,R__dlPu__64,Right,29,8,5,7012,Putamen_R,1.0,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.8936170212765957,25,2,0,14,PUT-DA-rh,0.8085106382978723,26.0,6.0,2.0
1139,R__dlPu__65,Right,29,2,-7,7012,Putamen_R,1.0,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.7450980392156863,25,2,0,14,PUT-DA-rh,0.9803921568627451,26.0,6.0,2.0
1140,R__dlPu__66,Right,30,-2,-8,7012,Putamen_R,0.8666666666666667,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,0.37777777777777777,25,2,0,15,PUT-VP-rh,0.4,30.0,-12.0,0.0
1141,R__dlPu__67,Right,28,-8,7,7012,Putamen_R,1.0,27,3,1,230,R_dlPu,1.0,29,-3,1,17,Right_Putamen,1.0,25,2,0,16,PUT-DP-rh,1.0,28.0,-2.0,6.0
1171,R__mPFtha__1,Right,6,-5,0,7102,Thalamus_R,0.057692307692307696,12,-19,6,232,R_mPFtha,1.0,7,-11,6,15,Right_Thalamus,1.0,11,-18,7,4,THA-VAia-rh,1.0,6.0,-6.0,2.0
1172,R__mPFtha__2,Right,10,-7,12,7102,Thalamus_R,0.5961538461538461,12,-19,6,232,R_mPFtha,1.0,7,-11,6,15,Right_Thalamus,1.0,11,-18,7,10,THA-VAs-rh,1.0,10.0,-10.0,12.0
1173,R__mPFtha__3,Right,8,-16,11,7102,Thalamus_R,1.0,12,-19,6,232,R_mPFtha,1.0,7,-11,6,15,Right_Thalamus,1.0,11,-18,7,3,THA-VAip-rh,0.49206349206349204,8.0,-14.0,4.0
1174,R__mPFtha__4,Right,9,-5,3,7102,Thalamus_R,0.40384615384615385,12,-19,6,232,R_mPFtha,1.0,7,-11,6,15,Right_Thalamus,0.9615384615384616,11,-18,7,4,THA-VAia-rh,1.0,6.0,-6.0,2.0
1175,R__mPFtha__5,Right,5,-27,5,7102,Thalamus_R,1.0,12,-19,6,232,R_mPFtha,1.0,7,-11,6,15,Right_Thalamus,0.9583333333333334,11,-18,7,11,THA-DAm-rh,0.25,10.0,-24.0,12.0
1176,R__mPFtha__6,Right,8,-6,8,7102,Thalamus_R,0.6909090909090909,12,-19,6,232,R_mPFtha,1.0,7,-11,6,15,Right_Thalamus,1.0,11,-18,7,10,THA-VAs-rh,0.8181818181818182,10.0,-10.0,12.0
1177,R__mPFtha__7,Right,7,-20,10,7102,Thalamus_R,1.0,12,-19,6,232,R_mPFtha,1.0,7,-11,6,15,Right_Thalamus,1.0,11,-18,7,11,THA-DAm-rh,0.9454545454545454,10.0,-24.0,12.0
1178,R__mPFtha__8,Right,5,-13,2,7102,Thalamus_R,0.9340659340659341,12,-19,6,232,R_mPFtha,1.0,7,-11,6,15,Right_Thalamus,1.0,11,-18,7,4,THA-VAia-rh,0.5714285714285714,6.0,-6.0,2.0
1179,R__mPFtha__9,Right,9,0,4,7002,Caudate_R,0.0,14,10,8,232,R_mPFtha,1.0,7,-11,6,15,Right_Thalamus,0.3076923076923077,11,-18,7,4,THA-VAia-rh,0.4230769230769231,6.0,-6.0,2.0
1180,R__mPFtha__10,Right,12,-3,11,7002,Caudate_R,0.0,14,10,8,232,R_mPFtha,1.0,7,-11,6,15,Right_Thalamus,0.9473684210526315,11,-18,7,10,THA-VAs-rh,0.8421052631578947,10.0,-10.0,12.0
1181,R__mPFtha__11,Right,8,-11,11,7102,Thalamus_R,1.0,12,-19,6,232,R_mPFtha,1.0,7,-11,6,15,Right_Thalamus,1.0,11,-18,7,10,THA-VAs-rh,1.0,10.0,-10.0,12.0
1182,R__mPFtha__12,Right,5,-23,8,7102,Thalamus_R,0.9411764705882353,12,-19,6,232,R_mPFtha,1.0,7,-11,6,15,Right_Thalamus,1.0,11,-18,7,11,THA-DAm-rh,0.7843137254901961,10.0,-24.0,12.0
1183,R__mPFtha__13,Right,7,-9,7,7102,Thalamus_R,0.9833333333333333,12,-19,6,232,R_mPFtha,1.0,7,-11,6,15,Right_Thalamus,1.0,11,-18,7,4,THA-VAia-rh,0.8,6.0,-6.0,2.0
1184,R__mPFtha__14,Right,5,-13,8,7102,Thalamus_R,1.0,12,-19,6,232,R_mPFtha,1.0,7,-11,6,15,Right_Thalamus,1.0,11,-18,7,3,THA-VAip-rh,0.5818181818181818,8.0,-14.0,4.0
1185,R__mPFtha__15,Right,7,-4,5,7102,Thalamus_R,0.043478260869565216,12,-19,6,232,R_mPFtha,1.0,7,-11,6,15,Right_Thalamus,1.0,11,-18,7,4,THA-VAia-rh,0.9130434782608695,6.0,-6.0,2.0
1186,R__mPFtha__16,Right,5,-19,4,7102,Thalamus_R,1.0,12,-19,6,232,R_mPFtha,1.0,7,-11,6,15,Right_Thalamus,1.0,11,-18,7,3,THA-VAip-rh,0.9019607843137255,8.0,-14.0,4.0
1187,R__mPFtha__17,Right,8,-2,1,7022,Pallidum_R,0.0,20,-2,-2,232,R_mPFtha,1.0,7,-11,6,15,Right_Thalamus,0.5344827586206896,11,-18,7,4,THA-VAia-rh,0.6206896551724138,6.0,-6.0,2.0
1188,R__mPFtha__18,Right,5,-18,8,7102,Thalamus_R,1.0,12,-19,6,232,R_mPFtha,1.0,7,-11,6,15,Right_Thalamus,1.0,11,-18,7,3,THA-VAip-rh,0.9298245614035088,8.0,-14.0,4.0
1189,R__mPFtha__19,Right,9,-5,0,7102,Thalamus_R,0.4230769230769231,12,-19,6,232,R_mPFtha,1.0,7,-11,6,15,Right_Thalamus,0.7307692307692307,11,-18,7,4,THA-VAia-rh,0.9615384615384616,6.0,-6.0,2.0
1190,R__mPFtha__20,Right,5,-7,4,7102,Thalamus_R,0.43103448275862066,12,-19,6,232,R_mPFtha,1.0,7,-11,6,15,Right_Thalamus,1.0,11,-18,7,4,THA-VAia-rh,1.0,6.0,-6.0,2.0
1191,R__mPFtha__21,Right,12,-4,6,7022,Pallidum_R,0.0,20,-2,-2,232,R_mPFtha,1.0,7,-11,6,15,Right_Thalamus,0.8653846153846154,11,-18,7,10,THA-VAs-rh,0.75,10.0,-10.0,12.0
1192,R__mPFtha__22,Right,7,-20,6,7102,Thalamus_R,1.0,12,-19,6,232,R_mPFtha,1.0,7,-11,6,15,Right_Thalamus,1.0,11,-18,7,11,THA-DAm-rh,0.5294117647058824,10.0,-24.0,12.0
1193,R__mPFtha__23,Right,5,-14,4,7102,Thalamus_R,1.0,12,-19,6,232,R_mPFtha,1.0,7,-11,6,15,Right_Thalamus,1.0,11,-18,7,3,THA-VAip-rh,0.5882352941176471,8.0,-14.0,4.0
1194,R__mPFtha__24,Right,10,-1,7,7002,Caudate_R,0.038461538461538464,14,10,8,232,R_mPFtha,1.0,7,-11,6,15,Right_Thalamus,0.7307692307692307,11,-18,7,10,THA-VAs-rh,0.34615384615384615,10.0,-10.0,12.0
1195,R__mPFtha__25,Right,8,-14,7,7102,Thalamus_R,1.0,12,-19,6,232,R_mPFtha,1.0,7,-11,6,15,Right_Thalamus,1.0,11,-18,7,3,THA-VAip-rh,0.9285714285714286,8.0,-14.0,4.0
1196,R__mPFtha__26,Right,5,-24,3,7102,Thalamus_R,0.9032258064516129,12,-19,6,232,R_mPFtha,1.0,7,-11,6,15,Right_Thalamus,0.9516129032258065,11,-18,7,8,THA-VPm-rh,0.5967741935483871,10.0,-24.0,2.0
1217,R__mPMtha__1,Right,19,-15,9,7102,Thalamus_R,0.9,12,-19,6,234,R_mPMtha,1.0,12,-14,1,15,Right_Thalamus,0.6,11,-18,7,12,THA-DAl-rh,0.66,16.0,-20.0,12.0
1218,R__mPMtha__2,Right,6,-9,-4,7102,Thalamus_R,0.1595744680851064,12,-19,6,234,R_mPMtha,1.0,12,-14,1,15,Right_Thalamus,0.3723404255319149,11,-18,7,4,THA-VAia-rh,0.24468085106382978,6.0,-6.0,2.0
1219,R__mPMtha__3,Right,17,-8,7,7102,Thalamus_R,0.14,12,-19,6,234,R_mPMtha,1.0,12,-14,1,15,Right_Thalamus,0.26,11,-18,7,10,THA-VAs-rh,0.38,10.0,-10.0,12.0
1220,R__mPMtha__4,Right,11,-9,-2,7102,Thalamus_R,1.0,12,-19,6,234,R_mPMtha,1.0,12,-14,1,15,Right_Thalamus,0.14,11,-18,7,4,THA-VAia-rh,0.44,6.0,-6.0,2.0
1221,R__mPMtha__5,Right,16,-15,-1,7102,Thalamus_R,1.0,12,-19,6,234,R_mPMtha,1.0,12,-14,1,15,Right_Thalamus,0.15151515151515152,11,-18,7,3,THA-VAip-rh,0.3181818181818182,8.0,-14.0,4.0
1222,R__mPMtha__6,Right,13,-18,3,7102,Thalamus_R,1.0,12,-19,6,234,R_mPMtha,1.0,12,-14,1,15,Right_Thalamus,1.0,11,-18,7,3,THA-VAip-rh,0.6666666666666666,8.0,-14.0,4.0
1223,R__mPMtha__7,Right,8,-23,-3,7102,Thalamus_R,0.5686274509803921,12,-19,6,234,R_mPMtha,1.0,12,-14,1,15,Right_Thalamus,0.39215686274509803,11,-18,7,8,THA-VPm-rh,0.4117647058823529,10.0,-24.0,2.0
1224,R__mPMtha__8,Right,13,-5,3,7022,Pallidum_R,0.0,20,-2,-2,234,R_mPMtha,1.0,12,-14,1,15,Right_Thalamus,0.16666666666666666,11,-18,7,4,THA-VAia-rh,0.4722222222222222,6.0,-6.0,2.0
1225,R__mPMtha__9,Right,12,-7,0,7102,Thalamus_R,0.72,12,-19,6,234,R_mPMtha,1.0,12,-14,1,15,Right_Thalamus,0.3,11,-18,7,4,THA-VAia-rh,0.38,6.0,-6.0,2.0
1226,R__mPMtha__10,Right,11,-20,0,7102,Thalamus_R,1.0,12,-19,6,234,R_mPMtha,1.0,12,-14,1,15,Right_Thalamus,1.0,11,-18,7,3,THA-VAip-rh,0.48333333333333334,8.0,-14.0,4.0
1227,R__mPMtha__11,Right,4,-15,-4,7102,Thalamus_R,0.17647058823529413,12,-19,6,234,R_mPMtha,1.0,12,-14,1,15,Right_Thalamus,0.29411764705882354,11,-18,7,3,THA-VAip-rh,0.17647058823529413,8.0,-14.0,4.0
1228,R__mPMtha__12,Right,8,-5,-2,7102,Thalamus_R,0.28,12,-19,6,234,R_mPMtha,1.0,12,-14,1,15,Right_Thalamus,0.64,11,-18,7,4,THA-VAia-rh,0.84,6.0,-6.0,2.0
1229,R__mPMtha__13,Right,16,-9,3,7102,Thalamus_R,0.68,12,-19,6,234,R_mPMtha,1.0,12,-14,1,15,Right_Thalamus,0.28,11,-18,7,3,THA-VAip-rh,0.72,8.0,-14.0,4.0
1230,R__mPMtha__14,Right,13,-18,-3,7102,Thalamus_R,0.5087719298245614,12,-19,6,234,R_mPMtha,1.0,12,-14,1,15,Right_Thalamus,0.43859649122807015,11,-18,7,3,THA-VAip-rh,0.2631578947368421,8.0,-14.0,4.0
1231,R__mPMtha__15,Right,15,-4,7,7022,Pallidum_R,0.0,20,-2,-2,234,R_mPMtha,1.0,12,-14,1,15,Right_Thalamus,0.08333333333333333,11,-18,7,10,THA-VAs-rh,0.5416666666666666,10.0,-10.0,12.0
1232,R__mPMtha__16,Right,18,-15,4,7102,Thalamus_R,0.9607843137254902,12,-19,6,234,R_mPMtha,1.0,12,-14,1,15,Right_Thalamus,0.35294117647058826,11,-18,7,3,THA-VAip-rh,0.5490196078431373,8.0,-14.0,4.0
1233,R__mPMtha__17,Right,18,-13,11,7102,Thalamus_R,0.5588235294117647,12,-19,6,234,R_mPMtha,1.0,12,-14,1,15,Right_Thalamus,0.47058823529411764,11,-18,7,10,THA-VAs-rh,0.6764705882352942,10.0,-10.0,12.0
1234,R__mPMtha__18,Right,5,-12,-5,7102,Thalamus_R,0.16,12,-19,6,234,R_mPMtha,1.0,12,-14,1,15,Right_Thalamus,0.36,11,-18,7,4,THA-VAia-rh,0.16,6.0,-6.0,2.0
